,x [nm],y [nm],n_match,C1_id,C2_id,C3_id,C4_id,C1_posX,C1_posY,C2_posX,C2_posY,C3_posX,C3_posY,C4_posX,C4_posY,C1_sigma,C2_sigma,C3_sigma,C4_sigma,C1_int,C2_int,C3_int,C4_int
10259,123472.08852356124,90377.16546315352,1,,,,7476,,,,,,,123472.08852356124,90377.16546315352,,,,127.2321171399339,,,,5900.277948125201
10260,127460.51577499315,60238.9569303286,1,,,,7715,,,,,,,127460.51577499315,60238.9569303286,,,,137.90628807523578,,,,17241.64029357887
10261,129096.03006431575,74944.3131956459,1,,,,7804,,,,,,,129096.03006431575,74944.3131956459,,,,116.56216705195502,,,,8233.411266566203
10262,129096.7543668844,56548.8331089986,1,,,,7803,,,,,,,129096.7543668844,56548.8331089986,,,,104.0483380343238,,,,3597.110691021504
10263,129081.86757301404,55097.46901712695,1,,,,7802,,,,,,,129081.86757301404,55097.46901712695,,,,144.59500157904108,,,,12072.64297068446
10264,129079.39708570825,9778.072484934151,1,,,,7801,,,,,,,129079.39708570825,9778.072484934151,,,,113.7019695368473,,,,4606.839702633757
10265,129005.6214056686,108368.25011648574,1,,,,7800,,,,,,,129005.6214056686,108368.25011648574,,,,5.197359888950976,,,,562.3592896398651
10266,129006.44230448458,90265.93105426092,1,,,,7798,,,,,,,129006.44230448458,90265.93105426092,,,,82.60068041746159,,,,1378.350565994194
10267,129079.63362622492,41466.42210910834,1,,,,7797,,,,,,,129079.63362622492,41466.42210910834,,,,161.55132972169068,,,,8276.315465617787
10268,129007.58320963562,32179.029688171773,1,,,,7796,,,,,,,129007.58320963562,32179.029688171773,,,,125.9608535105798,,,,7331.36073890679
10269,128943.47440761206,22649.73873433833,1,,,,7795,,,,,,,128943.47440761206,22649.73873433833,,,,5.00822741756008,,,,599.2738323302059
10270,128944.18044607338,13574.203206093453,1,,,,7794,,,,,,,128944.18044607338,13574.203206093453,,,,129.20678780734303,,,,9218.52523309967
10271,128911.42121614129,81322.84985543581,1,,,,7793,,,,,,,128911.42121614129,81322.84985543581,,,,183.24047915086163,,,,9309.653533900278
10272,128908.68693345136,78278.06380669089,1,,,,7792,,,,,,,128908.68693345136,78278.06380669089,,,,119.21712173047638,,,,3408.591796780406
10273,128822.4922107924,83730.69653475995,1,,,,7790,,,,,,,128822.4922107924,83730.69653475995,,,,136.33850277892603,,,,14195.643403780883
10274,128764.82071598772,77665.01288753048,1,,,,7789,,,,,,,128764.82071598772,77665.01288753048,,,,200.678351804186,,,,12339.667085093031
10275,128759.41799861463,100703.05456961748,1,,,,7788,,,,,,,128759.41799861463,100703.05456961748,,,,74.76777986291222,,,,1342.5629756357375
10276,128807.31324629064,72962.3452004453,1,,,,7787,,,,,,,128807.31324629064,72962.3452004453,,,,305.45946627398115,,,,92292.16106363076
10277,128774.128362767,11812.38094594501,1,,,,7786,,,,,,,128774.128362767,11812.38094594501,,,,83.68721744395971,,,,1615.567602370791
10278,128697.8200486136,96722.27104239548,1,,,,7785,,,,,,,128697.8200486136,96722.27104239548,,,,142.46691167397046,,,,3724.32563114753
10279,128745.3005326359,76553.28140980653,1,,,,7784,,,,,,,128745.3005326359,76553.28140980653,,,,166.1582604851611,,,,5737.647569453162
10280,128741.67107955224,30783.009710968043,1,,,,7783,,,,,,,128741.67107955224,30783.009710968043,,,,164.3379293055779,,,,17170.01434872881
10281,128739.70347816948,12845.77621152767,1,,,,7782,,,,,,,128739.70347816948,12845.77621152767,,,,103.5679506698866,,,,2125.076749511559
10282,128699.41064776394,3701.408263360263,1,,,,7780,,,,,,,128699.41064776394,3701.408263360263,,,,78.57532561308713,,,,1112.402770517232
10283,128620.07793519464,107168.03825548707,1,,,,7779,,,,,,,128620.07793519464,107168.03825548707,,,,418.44088149057126,,,,148052.63718473964
10284,128681.23644293348,46365.36933575106,1,,,,7778,,,,,,,128681.23644293348,46365.36933575106,,,,109.57179509113466,,,,9968.95397462831
10285,128657.20418748408,35178.55629345547,1,,,,7777,,,,,,,128657.20418748408,35178.55629345547,,,,133.62763227613402,,,,21371.506819737664
10286,129208.08456515602,85166.45829754158,1,,,,7805,,,,,,,129208.08456515602,85166.45829754158,,,,157.94291461895332,,,,4685.763508855886
10287,129207.74195447656,14571.989718728564,1,,,,7806,,,,,,,129207.74195447656,14571.989718728564,,,,108.02709881567633,,,,3363.6292978586243
10288,129226.46187163724,55645.55605153197,1,,,,7807,,,,,,,129226.46187163724,55645.55605153197,,,,126.06494667161626,,,,4242.293790031383
10289,129553.20029780475,85792.50604642981,1,,,,7823,,,,,,,129553.20029780475,85792.50604642981,,,,206.53520386086348,,,,19529.33353739706
10290,129670.81261404598,101191.09980493331,1,,,,7834,,,,,,,129670.81261404598,101191.09980493331,,,,250.242835498432,,,,19585.32914878151
10291,129668.61797786289,75685.84911328039,1,,,,7833,,,,,,,129668.61797786289,75685.84911328039,,,,99.92082724776866,,,,2995.178519601884
10292,129675.54255501326,7538.26474138734,1,,,,7832,,,,,,,129675.54255501326,7538.26474138734,,,,104.33344112290754,,,,2050.5681786019786
10293,129661.26589776178,5460.422253901863,1,,,,7831,,,,,,,129661.26589776178,5460.422253901863,,,,75.89284719316112,,,,840.6571363221336
10294,129612.65796047047,110834.61401236433,1,,,,7830,,,,,,,129612.65796047047,110834.61401236433,,,,40.424170771120245,,,,597.3072938441574
10295,129618.146068529,50294.25058371144,1,,,,7829,,,,,,,129618.146068529,50294.25058371144,,,,255.37867704968,,,,47148.79281444981
10296,129666.01098406914,43887.03523514404,1,,,,7828,,,,,,,129666.01098406914,43887.03523514404,,,,153.00308537991765,,,,11027.68395194146
10297,129605.98698862318,25729.591508656176,1,,,,7827,,,,,,,129605.98698862318,25729.591508656176,,,,140.64540003605694,,,,6058.583387028723
10298,129625.60786818272,21285.311043327707,1,,,,7826,,,,,,,129625.60786818272,21285.311043327707,,,,129.68321868645148,,,,3238.8277227484523
10299,129612.16030390888,20544.740898032946,1,,,,7825,,,,,,,129612.16030390888,20544.740898032946,,,,126.59152634140844,,,,9449.213520693356
10300,129560.18258622542,3059.862403684459,1,,,,7824,,,,,,,129560.18258622542,3059.862403684459,,,,174.4622218352688,,,,6904.854416535025
10301,129531.40578772668,68083.27658516272,1,,,,7822,,,,,,,129531.40578772668,68083.27658516272,,,,245.05602667161645,,,,52295.65935708884
10302,129234.89082910784,57288.61127117068,1,,,,7808,,,,,,,129234.89082910784,57288.61127117068,,,,150.14347437151162,,,,4870.814950754868
10303,129535.78204935274,66573.61949635437,1,,,,7821,,,,,,,129535.78204935274,66573.61949635437,,,,126.33562024153544,,,,5006.562062683264
10304,129520.11552702964,54742.67139643545,1,,,,7820,,,,,,,129520.11552702964,54742.67139643545,,,,120.15223053396596,,,,10006.8536506012
10305,129467.17306295488,69036.34915454323,1,,,,7819,,,,,,,129467.17306295488,69036.34915454323,,,,167.87392790724658,,,,7188.65656377946
10306,129492.95513288576,49215.36122684613,1,,,,7818,,,,,,,129492.95513288576,49215.36122684613,,,,113.52973862634278,,,,2622.0840906961976
10307,129505.59260240526,39001.33012068845,1,,,,7817,,,,,,,129505.59260240526,39001.33012068845,,,,108.14834409995495,,,,3403.1166288195413
10308,129353.30372085402,59915.059756610426,1,,,,7815,,,,,,,129353.30372085402,59915.059756610426,,,,79.48639488285517,,,,1568.6282991532885
10309,129362.01911543332,59167.528586667686,1,,,,7814,,,,,,,129362.01911543332,59167.528586667686,,,,115.61572924901012,,,,7599.298995545521
10310,129321.03781622848,48612.49228810187,1,,,,7813,,,,,,,129321.03781622848,48612.49228810187,,,,128.7563306609723,,,,10961.337859446416
10311,129364.67483728463,33703.712652012844,1,,,,7811,,,,,,,129364.67483728463,33703.712652012844,,,,154.05683466460968,,,,12076.969710840654
10312,129324.41633926066,60335.33885616869,1,,,,7810,,,,,,,129324.41633926066,60335.33885616869,,,,177.36384063766874,,,,9674.399760271584
10313,129179.79105922156,83170.68605190559,1,,,,7809,,,,,,,129179.79105922156,83170.68605190559,,,,129.19099380823917,,,,6023.494722015807
10314,128681.8460497828,25918.807640093703,1,,,,7776,,,,,,,128681.8460497828,25918.807640093703,,,,135.95095297083142,,,,15585.93519056801
10315,128653.22707551428,12273.61504691009,1,,,,7775,,,,,,,128653.22707551428,12273.61504691009,,,,101.6012533988152,,,,2030.5195188494245
10316,128584.56250382192,104859.515635239,1,,,,7774,,,,,,,128584.56250382192,104859.515635239,,,,238.4535763188281,,,,16693.314107286184
10317,127724.42710257556,2048.4629249284817,1,,,,7729,,,,,,,127724.42710257556,2048.4629249284817,,,,174.15245784523546,,,,9202.829053083004
10318,127994.38629745372,40704.390272848206,1,,,,7742,,,,,,,127994.38629745372,40704.390272848206,,,,120.46986121736914,,,,10194.755152637912
10319,127996.47732849672,83308.85294475661,1,,,,7740,,,,,,,127996.47732849672,83308.85294475661,,,,147.5750001996896,,,,5601.243543317979
10320,127835.46614173944,93163.52618630446,1,,,,7739,,,,,,,127835.46614173944,93163.52618630446,,,,219.613881365843,,,,16043.552110389332
10321,127903.54268911766,89726.72187672002,1,,,,7738,,,,,,,127903.54268911766,89726.72187672002,,,,137.97561527402723,,,,5808.8288111151
10322,127795.6443466774,88930.27258008119,1,,,,7737,,,,,,,127795.6443466774,88930.27258008119,,,,103.3635537662338,,,,2135.941309745157
10323,127810.78087083712,77472.70361778501,1,,,,7736,,,,,,,127810.78087083712,77472.70361778501,,,,135.86728308243232,,,,4881.407753274907
10324,127793.4989873602,76039.61575147569,1,,,,7735,,,,,,,127793.4989873602,76039.61575147569,,,,133.58758376888656,,,,4896.36379101166
10325,127839.1985997806,56836.2652588617,1,,,,7734,,,,,,,127839.1985997806,56836.2652588617,,,,128.66910437907038,,,,9094.31099861539
10326,127754.29901039136,8355.446381021273,1,,,,7733,,,,,,,127754.29901039136,8355.446381021273,,,,162.2187536727103,,,,9406.616852532268
10327,127710.49042295256,34088.56287604624,1,,,,7732,,,,,,,127710.49042295256,34088.56287604624,,,,136.78730194594445,,,,4006.2935345877618
10328,127755.6703725512,15775.945803018829,1,,,,7730,,,,,,,127755.6703725512,15775.945803018829,,,,128.3260990155561,,,,3578.1188124401406
10329,127702.21759559268,75236.15967426765,1,,,,7728,,,,,,,127702.21759559268,75236.15967426765,,,,129.13517433799908,,,,5848.091235175546
10330,128009.60365541684,65720.02436342479,1,,,,7744,,,,,,,128009.60365541684,65720.02436342479,,,,170.6410398395558,,,,16921.250915445307
10331,127686.3145242479,42352.70924140747,1,,,,7727,,,,,,,127686.3145242479,42352.70924140747,,,,127.82986099718238,,,,8290.906855108211
10332,127700.55699164544,23885.74862788818,1,,,,7726,,,,,,,127700.55699164544,23885.74862788818,,,,43.745493566560405,,,,543.6378245696391
10333,127619.80748617332,70958.42391449891,1,,,,7725,,,,,,,127619.80748617332,70958.42391449891,,,,113.72821354376433,,,,3243.377055818037
10334,127605.91052901854,54044.15421984645,1,,,,7724,,,,,,,127605.91052901854,54044.15421984645,,,,109.50352825078258,,,,4374.299538917476
10335,127652.31525266451,17168.37410993668,1,,,,7723,,,,,,,127652.31525266451,17168.37410993668,,,,147.13238996287225,,,,4741.045389737128
10336,127541.42788910442,90556.79825724724,1,,,,7722,,,,,,,127541.42788910442,90556.79825724724,,,,103.28539610297152,,,,2042.0071338212829
10337,127549.96803771512,62530.605348291305,1,,,,7721,,,,,,,127549.96803771512,62530.605348291305,,,,0.8178079333033341,,,,540.1530167484398
10338,127585.2284334727,3258.007522992644,1,,,,7720,,,,,,,127585.2284334727,3258.007522992644,,,,155.58246845528672,,,,4853.785155111379
10339,127497.79205337452,91846.06039956427,1,,,,7719,,,,,,,127497.79205337452,91846.06039956427,,,,177.85082125761994,,,,9895.979240005776
10340,127496.04814673249,83690.70625752909,1,,,,7718,,,,,,,127496.04814673249,83690.70625752909,,,,42.04570405444079,,,,521.3427005348644
10341,127463.71411591597,70032.23366681398,1,,,,7717,,,,,,,127463.71411591597,70032.23366681398,,,,109.60638982515948,,,,5543.243610375804
10342,128023.88951489324,53718.83664362377,1,,,,7743,,,,,,,128023.88951489324,53718.83664362377,,,,6.765484003827442,,,,713.2301513246874
10343,127990.67513760236,100359.92027538751,1,,,,7745,,,,,,,127990.67513760236,100359.92027538751,,,,139.1692372054206,,,,3394.633161062231
10344,128604.64502389391,89655.38488227788,1,,,,7773,,,,,,,128604.64502389391,89655.38488227788,,,,63.52946816188968,,,,831.2127683048633
10345,128268.95161185451,4594.900693887644,1,,,,7759,,,,,,,128268.95161185451,4594.900693887644,,,,112.91211137554734,,,,3791.296878842909
10346,128543.7578458988,85009.3852570526,1,,,,7772,,,,,,,128543.7578458988,85009.3852570526,,,,129.03295169327842,,,,2995.264806741261
10347,128511.16720080696,14843.68207749812,1,,,,7771,,,,,,,128511.16720080696,14843.68207749812,,,,126.6843942303269,,,,5732.930615101269
10348,128471.0788547738,70976.38188635283,1,,,,7770,,,,,,,128471.0788547738,70976.38188635283,,,,125.75161649987254,,,,9458.337984935988
10349,128454.98284468718,69670.22107074797,1,,,,7769,,,,,,,128454.98284468718,69670.22107074797,,,,164.26919164648783,,,,8178.355821937854
10350,128466.48799752594,68464.56910202611,1,,,,7768,,,,,,,128466.48799752594,68464.56910202611,,,,163.09667927328317,,,,9501.949636551702
10351,128353.5255120528,57461.17510245547,1,,,,7766,,,,,,,128353.5255120528,57461.17510245547,,,,134.46083702049887,,,,8558.007351006621
10352,128341.2671992524,110605.26678242256,1,,,,7764,,,,,,,128341.2671992524,110605.26678242256,,,,7.545502874102888,,,,443.5164648892216
10353,128327.35788466725,83630.24192269304,1,,,,7763,,,,,,,128327.35788466725,83630.24192269304,,,,43.16241861704975,,,,653.9645976291988
10354,128316.25108934876,47775.92837623267,1,,,,7762,,,,,,,128316.25108934876,47775.92837623267,,,,131.49723592968155,,,,11915.930887969673
10355,128335.52541184628,38782.934555636486,1,,,,7761,,,,,,,128335.52541184628,38782.934555636486,,,,83.56374593716282,,,,1969.570280808752
10356,128234.796361679,111718.44887334207,1,,,,7760,,,,,,,128234.796361679,111718.44887334207,,,,90.3774853904422,,,,3348.6884749413643
10357,128198.56716220544,51789.83091174325,1,,,,7758,,,,,,,128198.56716220544,51789.83091174325,,,,275.4687895625017,,,,78672.2291658782
10358,128014.67265535607,106182.5814671072,1,,,,7746,,,,,,,128014.67265535607,106182.5814671072,,,,99.964293738568,,,,1672.9389902531018
10359,128183.81524424502,42311.06265018104,1,,,,7757,,,,,,,128183.81524424502,42311.06265018104,,,,120.85174097378302,,,,4147.305235226054
10360,128213.55396764108,25651.934830924383,1,,,,7756,,,,,,,128213.55396764108,25651.934830924383,,,,12.241406154726842,,,,454.4683257327813
10361,128135.08048338418,22689.383517473078,1,,,,7755,,,,,,,128135.08048338418,22689.383517473078,,,,153.80540256719465,,,,8793.490906941444
10362,128216.16077337642,14402.883708063218,1,,,,7754,,,,,,,128216.16077337642,14402.883708063218,,,,118.60671747791277,,,,6587.069886845997
10363,128220.59439571944,11520.303628041236,1,,,,7753,,,,,,,128220.59439571944,11520.303628041236,,,,113.97937119877244,,,,4334.355197801954
10364,128122.98344368213,108342.32193767416,1,,,,7752,,,,,,,128122.98344368213,108342.32193767416,,,,131.27454058544288,,,,2762.526167342966
10365,128116.43180015552,10650.46198822882,1,,,,7751,,,,,,,128116.43180015552,10650.46198822882,,,,172.72071315218395,,,,18227.24809900598
10366,128069.61244567033,103294.5191184826,1,,,,7750,,,,,,,128069.61244567033,103294.5191184826,,,,85.76369342508202,,,,1703.0304198141764
10367,128051.29742809362,99301.80906330283,1,,,,7749,,,,,,,128051.29742809362,99301.80906330283,,,,95.88894681060243,,,,2086.747661972649
10368,128038.2048264321,95758.42473656723,1,,,,7748,,,,,,,128038.2048264321,95758.42473656723,,,,147.66048122624414,,,,7554.99760829952
10369,128037.1959518151,45864.25068552968,1,,,,7747,,,,,,,128037.1959518151,45864.25068552968,,,,197.6043358767521,,,,22004.674890267703
10370,129768.47117795596,9224.310330975431,1,,,,7835,,,,,,,129768.47117795596,9224.310330975431,,,,132.3949338018004,,,,8741.952004891486
10371,129717.354481769,30484.41126528381,1,,,,7836,,,,,,,129717.354481769,30484.41126528381,,,,100.26815672754674,,,,1571.568827964408
10372,129795.54995441595,47379.38591011079,1,,,,7837,,,,,,,129795.54995441595,47379.38591011079,,,,90.63735318052998,,,,1573.8781045870644
10373,131180.14469163434,31539.08705358388,1,,,,7913,,,,,,,131180.14469163434,31539.08705358388,,,,151.09946013854508,,,,10305.550406605997
10374,131344.24746735438,85075.49030902194,1,,,,7925,,,,,,,131344.24746735438,85075.49030902194,,,,120.89756253865356,,,,2772.526602934915
10375,131316.61546575246,73230.93155732015,1,,,,7924,,,,,,,131316.61546575246,73230.93155732015,,,,135.13817635062873,,,,5773.987298699909
10376,131310.5730305083,62115.38724481133,1,,,,7923,,,,,,,131310.5730305083,62115.38724481133,,,,165.4232244887023,,,,10982.91536800212
10377,131334.33486977307,35012.25240208766,1,,,,7921,,,,,,,131334.33486977307,35012.25240208766,,,,161.79342287399393,,,,16861.64178471949
10378,131309.0464928054,93240.03371900012,1,,,,7920,,,,,,,131309.0464928054,93240.03371900012,,,,137.698655968898,,,,3713.387241031487
10379,131279.841377314,58701.28256296068,1,,,,7919,,,,,,,131279.841377314,58701.28256296068,,,,143.64605341355474,,,,8432.76465866327
10380,131180.66399117417,86694.41167209625,1,,,,7918,,,,,,,131180.66399117417,86694.41167209625,,,,381.2055341288775,,,,126008.60713345956
10381,131185.59244297323,37904.95273401176,1,,,,7917,,,,,,,131185.59244297323,37904.95273401176,,,,134.05487020036682,,,,12481.52390056
10382,131258.22911179997,35870.3966834635,1,,,,7916,,,,,,,131258.22911179997,35870.3966834635,,,,137.92760313826506,,,,16956.193019676637
10383,131246.3925807504,2512.239258274332,1,,,,7915,,,,,,,131246.3925807504,2512.239258274332,,,,116.65170381276609,,,,8037.389483229696
10384,131137.92469325653,49261.60398688872,1,,,,7914,,,,,,,131137.92469325653,49261.60398688872,,,,117.83623153899796,,,,5088.224411469453
10385,131049.43058112044,100034.73074787004,1,,,,7912,,,,,,,131049.43058112044,100034.73074787004,,,,201.4240255382816,,,,15398.00473181365
10386,131405.14330490472,13531.596511170395,1,,,,7927,,,,,,,131405.14330490472,13531.596511170395,,,,86.0881052588719,,,,1788.2780166086643
10387,131068.2245755815,92154.84270681518,1,,,,7911,,,,,,,131068.2245755815,92154.84270681518,,,,143.42629214096894,,,,5183.744990869548
10388,131051.56389301374,38967.02086743119,1,,,,7910,,,,,,,131051.56389301374,38967.02086743119,,,,119.2634804425548,,,,10561.96905554749
10389,131004.48358610048,106130.46199262136,1,,,,7909,,,,,,,131004.48358610048,106130.46199262136,,,,154.8501403263813,,,,5552.245196099703
10390,131002.6678356134,27002.913578617347,1,,,,7908,,,,,,,131002.6678356134,27002.913578617347,,,,93.54350794503662,,,,2345.119017138815
10391,131006.81149734303,121422.5377592464,1,,,,7907,,,,,,,131006.81149734303,121422.5377592464,,,,139.54057291730777,,,,3685.53334987847
10392,130995.74897805524,100088.97728570303,1,,,,7906,,,,,,,130995.74897805524,100088.97728570303,,,,177.48335544460338,,,,7692.476537360401
10393,130993.78197817648,86384.29568276551,1,,,,7905,,,,,,,130993.78197817648,86384.29568276551,,,,154.429674086378,,,,5883.918740037625
10394,130932.95848311794,67018.63277027346,1,,,,7904,,,,,,,130932.95848311794,67018.63277027346,,,,135.0036084232958,,,,4314.074344250916
10395,130948.8040380303,30549.4499293562,1,,,,7903,,,,,,,130948.8040380303,30549.4499293562,,,,231.49521659333905,,,,27501.737923542507
10396,130936.58677320562,7407.786031170624,1,,,,7902,,,,,,,130936.58677320562,7407.786031170624,,,,244.096937747888,,,,26328.081660470703
10397,130811.38503757304,85845.84219590444,1,,,,7901,,,,,,,130811.38503757304,85845.84219590444,,,,200.40588767451737,,,,12702.440116597312
10398,131381.0869589194,85920.57698041086,1,,,,7926,,,,,,,131381.0869589194,85920.57698041086,,,,157.72456987931315,,,,9195.210303458558
10399,131437.072703347,47008.59316995963,1,,,,7928,,,,,,,131437.072703347,47008.59316995963,,,,85.91192430225908,,,,2797.7781986970845
10400,130735.54616860083,64287.82601628771,1,,,,7899,,,,,,,130735.54616860083,64287.82601628771,,,,105.28831109463306,,,,3365.1958456175485
10401,131665.40797297962,80741.85418276153,1,,,,7944,,,,,,,131665.40797297962,80741.85418276153,,,,127.211561114432,,,,6299.085212395387
10402,131833.22154144308,64946.18578776102,1,,,,7956,,,,,,,131833.22154144308,64946.18578776102,,,,175.06222353131503,,,,20717.556192871976
10403,131936.14382553118,49093.99850921534,1,,,,7955,,,,,,,131936.14382553118,49093.99850921534,,,,168.2267726466297,,,,28705.69110888553
10404,131866.8366307801,48602.9737316848,1,,,,7954,,,,,,,131866.8366307801,48602.9737316848,,,,177.29330238256964,,,,11205.410633199765
10405,131868.91580834216,8872.063731673705,1,,,,7952,,,,,,,131868.91580834216,8872.063731673705,,,,129.403558117983,,,,7712.7860105228765
10406,131831.05064306437,30167.704838439862,1,,,,7951,,,,,,,131831.05064306437,30167.704838439862,,,,198.5444816066036,,,,14603.257133873369
10407,131654.5114662966,110405.54605855032,1,,,,7950,,,,,,,131654.5114662966,110405.54605855032,,,,523.2155281124021,,,,240793.25960214893
10408,131763.1274917392,72395.66553523835,1,,,,7949,,,,,,,131763.1274917392,72395.66553523835,,,,103.78223605608692,,,,3244.007210039976
10409,131762.25805031834,60958.70443110261,1,,,,7948,,,,,,,131762.25805031834,60958.70443110261,,,,104.35351164366618,,,,3442.990338751889
10410,131790.99691280094,39039.32400038058,1,,,,7947,,,,,,,131790.99691280094,39039.32400038058,,,,122.43844815818063,,,,4740.872079476678
10411,131760.06276708553,32196.8343026669,1,,,,7946,,,,,,,131760.06276708553,32196.8343026669,,,,82.68802625504726,,,,1252.6561754996217
10412,131726.10569014965,13135.82543407602,1,,,,7945,,,,,,,131726.10569014965,13135.82543407602,,,,126.21788208433912,,,,4723.388677342798
10413,131706.457308074,68593.80320378818,1,,,,7943,,,,,,,131706.457308074,68593.80320378818,,,,132.29155742561218,,,,3779.024644859097
10414,131453.17555629497,24524.592631585907,1,,,,7929,,,,,,,131453.17555629497,24524.592631585907,,,,144.73876247647613,,,,9286.493569974407
10415,131619.54213988633,52465.96506129662,1,,,,7942,,,,,,,131619.54213988633,52465.96506129662,,,,127.1198141241925,,,,5468.448914068185
10416,131656.605572212,110490.71729781928,1,,,,7941,,,,,,,131656.605572212,110490.71729781928,,,,117.28083097643253,,,,2947.9941570244646
10417,131609.33361255162,74355.14529385108,1,,,,7940,,,,,,,131609.33361255162,74355.14529385108,,,,145.63978677306034,,,,8900.694336765157
10418,131706.91190050176,65020.932110646434,1,,,,7939,,,,,,,131706.91190050176,65020.932110646434,,,,167.6304706016071,,,,10575.373145015772
10419,131520.00818607255,7436.694097351983,1,,,,7938,,,,,,,131520.00818607255,7436.694097351983,,,,287.9864185216417,,,,29419.523862049547
10420,131556.80506586924,92677.47886995944,1,,,,7937,,,,,,,131556.80506586924,92677.47886995944,,,,174.2829650254078,,,,5990.156801827697
10421,131518.07495527074,53151.88784931136,1,,,,7935,,,,,,,131518.07495527074,53151.88784931136,,,,104.87746058729157,,,,5960.230774338229
10422,131526.1510633668,45241.962592193,1,,,,7934,,,,,,,131526.1510633668,45241.962592193,,,,112.7080036096548,,,,4190.874094520728
10423,131553.9883448244,31296.60228879729,1,,,,7933,,,,,,,131553.9883448244,31296.60228879729,,,,104.1222291562798,,,,3571.977733599246
10424,131488.8887886646,97793.56864304392,1,,,,7932,,,,,,,131488.8887886646,97793.56864304392,,,,151.25272637619972,,,,4938.1251904776045
10425,131478.2268378427,44515.97495117965,1,,,,7931,,,,,,,131478.2268378427,44515.97495117965,,,,233.81486346961267,,,,41807.334587270285
10426,130906.07213365864,8768.728312884848,1,,,,7900,,,,,,,130906.07213365864,8768.728312884848,,,,171.74730818197696,,,,5116.112175315516
10427,130775.01439931162,52179.66699907796,1,,,,7898,,,,,,,130775.01439931162,52179.66699907796,,,,105.0502359684752,,,,4984.591335453078
10428,129863.88089868646,17907.807467056977,1,,,,7839,,,,,,,129863.88089868646,17907.807467056977,,,,124.5951037476517,,,,4783.1567403578265
10429,129947.46898530808,107254.7823285238,1,,,,7852,,,,,,,129947.46898530808,107254.7823285238,,,,57.151364700353625,,,,1333.5917696677063
10430,130218.06648867278,106205.32354396564,1,,,,7865,,,,,,,130218.06648867278,106205.32354396564,,,,149.75727654864417,,,,5578.728292580525
10431,130192.85532939034,31507.31067144253,1,,,,7863,,,,,,,130192.85532939034,31507.31067144253,,,,124.204606817249,,,,4612.179589126291
10432,130160.69442922814,61885.76607549261,1,,,,7862,,,,,,,130160.69442922814,61885.76607549261,,,,107.14502543037446,,,,11784.11514488073
10433,130160.59056924356,33168.802226379004,1,,,,7861,,,,,,,130160.59056924356,33168.802226379004,,,,192.0917475594236,,,,29570.51777673064
10434,130083.85521392038,97184.73980755304,1,,,,7860,,,,,,,130083.85521392038,97184.73980755304,,,,154.75485968522946,,,,4670.704945461567
10435,130040.06882917936,65141.51845596631,1,,,,7859,,,,,,,130040.06882917936,65141.51845596631,,,,117.38582416401748,,,,3376.5232432998905
10436,130008.7304925583,44093.30785590143,1,,,,7858,,,,,,,130008.7304925583,44093.30785590143,,,,469.4708412958047,,,,187179.4535309157
10437,130034.97171291737,43523.02880915349,1,,,,7857,,,,,,,130034.97171291737,43523.02880915349,,,,135.8876546349921,,,,10424.604779822375
10438,130062.46315682794,381.8990014655713,1,,,,7855,,,,,,,130062.46315682794,381.8990014655713,,,,292.7268044287257,,,,35012.48700321948
10439,130131.89935923013,82227.41846050967,1,,,,7854,,,,,,,130131.89935923013,82227.41846050967,,,,172.48271261388675,,,,3832.2293666637306
10440,129956.58796072767,23991.74441746044,1,,,,7853,,,,,,,129956.58796072767,23991.74441746044,,,,383.1483983848744,,,,112995.20175385734
10441,129884.22396076184,89987.23254815576,1,,,,7851,,,,,,,129884.22396076184,89987.23254815576,,,,108.67609469034602,,,,4298.881400392148
10442,130259.8705385461,60288.350564703775,1,,,,7868,,,,,,,130259.8705385461,60288.350564703775,,,,107.94660159414502,,,,6037.343144539478
10443,129916.5912687362,55550.49825873278,1,,,,7850,,,,,,,129916.5912687362,55550.49825873278,,,,137.245976334574,,,,15029.39200431177
10444,129924.38991813076,34952.21436001058,1,,,,7849,,,,,,,129924.38991813076,34952.21436001058,,,,114.14604001354763,,,,2998.6809012760937
10445,129910.06023262755,27843.803303488105,1,,,,7848,,,,,,,129910.06023262755,27843.803303488105,,,,135.32527413464018,,,,12400.219548906032
10446,129921.06022493768,8708.142579893776,1,,,,7847,,,,,,,129921.06022493768,8708.142579893776,,,,25.12608475040532,,,,358.17228424895075
10447,129888.94234461425,90713.18079027254,1,,,,7846,,,,,,,129888.94234461425,90713.18079027254,,,,90.9277023958751,,,,1324.5681598652625
10448,129871.87010014876,50841.48085896223,1,,,,7845,,,,,,,129871.87010014876,50841.48085896223,,,,99.07618699745947,,,,2181.276951102239
10449,129857.92610300276,40538.3425801708,1,,,,7844,,,,,,,129857.92610300276,40538.3425801708,,,,135.2704491394299,,,,5035.25186911485
10450,129870.79766318976,26516.19635334024,1,,,,7843,,,,,,,129870.79766318976,26516.19635334024,,,,147.31991970106716,,,,8512.64232606153
10451,129906.49991466464,6140.717623854179,1,,,,7842,,,,,,,129906.49991466464,6140.717623854179,,,,157.54910163096775,,,,21832.86543210373
10452,129806.1355493638,53618.83860906036,1,,,,7841,,,,,,,129806.1355493638,53618.83860906036,,,,150.13992589556457,,,,8892.95640191449
10453,129797.53015325835,38550.66341878932,1,,,,7840,,,,,,,129797.53015325835,38550.66341878932,,,,108.46127397591492,,,,10269.658487893836
