,x [nm],y [nm],n_match,C1_id,C2_id,C3_id,C4_id,C1_posX,C2_posX,C3_posX,C4_posX,C1_posY,C2_posY,C3_posY,C4_posY,C1_sigma,C2_sigma,C3_sigma,C4_sigma,C1_int,C2_int,C3_int,C4_int,C1_int_sig,C2_int_sig,C3_int_sig,C4_int_sig
9662,17516.833741796072,36539.04359334784,1,,,1060,,,,17516.833741796072,,,,36539.04359334784,,0.0,0.0,102.19644638694885,0.0,104.5663773255224,116.09011184074858,53185.38667287244,55.75037519408884,,,5.092379155783051,
9663,17496.85823125805,54207.94158793503,1,,,1061,,,,17496.85823125805,,,,54207.94158793503,,0.0,0.0,107.9622737488698,0.0,104.5663773255224,116.09011184074858,31049.015025982982,55.75037519408884,,,2.6638132976315445,
9664,17517.965213403735,72649.72965501194,1,,,1062,,,,17517.965213403735,,,,72649.72965501194,,0.0,0.0,109.32991331385936,0.0,104.5663773255224,116.09011184074858,48663.29096669803,55.75037519408884,,,4.071209658951343,
9665,17533.660063884246,79593.85071032951,1,,,1063,,,,17533.660063884246,,,,79593.85071032951,,0.0,0.0,126.83267842165573,0.0,104.5663773255224,116.09011184074858,71787.86352270862,55.75037519408884,,,4.462607600239155,
9666,17578.341680103138,2711.4410603042315,1,,,1064,,,,17578.341680103138,,,,2711.4410603042315,,0.0,0.0,110.20491658351871,0.0,104.5663773255224,116.09011184074858,31903.597802743312,55.75037519408884,,,2.6268648019211525,
9667,17724.789823328912,6871.169998581704,1,,,1065,,,,17724.789823328912,,,,6871.169998581704,,0.0,0.0,145.22783274961103,0.0,104.5663773255224,116.09011184074858,78017.56091998874,55.75037519408884,,,3.6990709039681717,
9668,17602.42170198414,36924.530241599045,1,,,1066,,,,17602.42170198414,,,,36924.530241599045,,0.0,0.0,90.90704995548633,0.0,104.5663773255224,116.09011184074858,17723.382847050776,55.75037519408884,,,2.1446256192027358,
9669,17585.98208997892,58555.682310935576,1,,,1067,,,,17585.98208997892,,,,58555.682310935576,,0.0,0.0,103.56050555622463,0.0,104.5663773255224,116.09011184074858,42072.694889052815,55.75037519408884,,,3.922943082717318,
9670,17571.802207918703,100397.52773968926,1,,,1068,,,,17571.802207918703,,,,100397.52773968926,,0.0,0.0,138.77114392772435,0.0,104.5663773255224,116.09011184074858,28399.398869952787,55.75037519408884,,,1.4747242128996947,
9671,17556.673849763705,127895.82310644635,1,,,1069,,,,17556.673849763705,,,,127895.82310644635,,0.0,0.0,107.15909216155748,0.0,104.5663773255224,116.09011184074858,12768.38844271912,55.75037519408884,,,1.1119315038763251,
9672,17718.049159300437,24356.594082162926,1,,,1070,,,,17718.049159300437,,,,24356.594082162926,,0.0,0.0,128.5135153054365,0.0,104.5663773255224,116.09011184074858,68067.58305764534,55.75037519408884,,,4.12138060914516,
9673,18041.134259167982,87070.80878942974,1,,,1104,,,,18041.134259167982,,,,87070.80878942974,,0.0,0.0,111.13243193944042,0.0,104.5663773255224,116.09011184074858,15607.257264433389,55.75037519408884,,,1.263702814454769,
9674,18051.6871583599,91276.09069113957,1,,,1105,,,,18051.6871583599,,,,91276.09069113957,,0.0,0.0,104.10874155185392,0.0,104.5663773255224,116.09011184074858,15516.612685359149,55.75037519408884,,,1.431602756871544,
9675,18050.383531647287,101253.57691079448,1,,,1106,,,,18050.383531647287,,,,101253.57691079448,,0.0,0.0,107.45822601366964,0.0,104.5663773255224,116.09011184074858,39294.43521292432,55.75037519408884,,,3.402919829771082,
9676,18765.41861137765,75697.78308286157,1,,,1136,,,,18765.41861137765,,,,75697.78308286157,,0.0,0.0,108.06058255369076,0.0,104.5663773255224,116.09011184074858,59094.44522840237,55.75037519408884,,,5.060716989372684,
9677,18815.8169198576,77322.65005622964,1,,,1139,,,,18815.8169198576,,,,77322.65005622964,,0.0,0.0,98.55470956828479,0.0,104.5663773255224,116.09011184074858,53921.1200988351,55.75037519408884,,,5.551420697695355,
9678,18834.741607308424,96156.79544792726,1,,,1140,,,,18834.741607308424,,,,96156.79544792726,,0.0,0.0,104.88224675928556,0.0,104.5663773255224,116.09011184074858,20597.753604885795,55.75037519408884,,,1.8724744242285207,
9679,18795.59542882025,98204.02560305117,1,,,1141,,,,18795.59542882025,,,,98204.02560305117,,0.0,0.0,114.9773280949818,0.0,104.5663773255224,116.09011184074858,55715.92095452845,55.75037519408884,,,4.214585701785486,
9680,18803.651675097368,128228.2379093696,1,,,1142,,,,18803.651675097368,,,,128228.2379093696,,0.0,0.0,137.2350608809403,0.0,104.5663773255224,116.09011184074858,29862.689135750927,55.75037519408884,,,1.5856186843833306,
9681,18845.39432144375,8296.061718485733,1,,,1144,,,,18845.39432144375,,,,8296.061718485733,,0.0,0.0,125.34707618159796,0.0,104.5663773255224,116.09011184074858,105184.59845007547,55.75037519408884,,,6.694586185918008,
9682,18888.812106652174,62399.27996928727,1,,,1145,,,,18888.812106652174,,,,62399.27996928727,,0.0,0.0,103.27426600144793,0.0,104.5663773255224,116.09011184074858,120248.9715545748,55.75037519408884,,,11.274495995253513,
9683,18835.28812046192,99960.44977770484,1,,,1147,,,,18835.28812046192,,,,99960.44977770484,,0.0,0.0,109.65703653627705,0.0,104.5663773255224,116.09011184074858,51181.38426097043,55.75037519408884,,,4.256366513628706,
9684,18910.714284458776,21345.829323308484,1,,,1148,,,,18910.714284458776,,,,21345.829323308484,,0.0,0.0,99.69043023597969,0.0,104.5663773255224,116.09011184074858,38226.16435489788,55.75037519408884,,,3.846394120576957,
9685,18913.781303062617,33565.89692463968,1,,,1149,,,,18913.781303062617,,,,33565.89692463968,,0.0,0.0,108.13964173840452,0.0,104.5663773255224,116.09011184074858,371114.4083670596,55.75037519408884,,,31.734960573359132,
9686,18886.41760992381,45848.16662390626,1,,,1150,,,,18886.41760992381,,,,45848.16662390626,,0.0,0.0,115.07245740642752,0.0,104.5663773255224,116.09011184074858,162049.7581490083,55.75037519408884,,,12.237863698345855,
9687,18912.85952647532,92509.65845266992,1,,,1151,,,,18912.85952647532,,,,92509.65845266992,,0.0,0.0,110.65063800779421,0.0,104.5663773255224,116.09011184074858,31140.802277284205,55.75037519408884,,,2.54344266602887,
