"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,1.0,1983.2357004255339,97192.6237811792,102.61094436984774,4878.223391044528,734.3250730361054,86.49679774385712,123.64003053271011,14.587237292777113
2.0,1.0,2115.6425836450358,24502.291186812876,69.90032080628826,2883.3301419381146,771.3441797930643,88.43748152813022,129.40293739900358,11.725888849035394
3.0,1.0,2381.796799974961,97593.84272751327,5.864985670248376,1022.5593718019882,736.099725136671,116.14958845447747,281.82058236186384,0.6818377516262408
4.0,1.0,3896.63308838898,49273.735297797204,68.3116112051372,2727.8836766022373,774.7620846059654,96.18094460630653,153.1430202191074,12.859941682843072
5.0,1.0,4099.72184160718,16162.59992253338,20.76013489774027,1429.6313662453194,711.2928785554832,92.590793573164,162.39377349264583,2.2914617053145827
6.0,1.0,4275.3666947643915,41091.637058906446,58.88155173260862,1990.8173740282755,763.8027923640365,84.55384883379105,122.1021369629027,11.528513377426387
7.0,1.0,5434.823685238097,3342.977219463861,82.38623951019088,3805.503037259666,742.2738133045424,101.8473689329493,174.30038077953216,14.18534326016414
8.0,1.0,5429.24196712848,64407.263758937144,83.94069656473697,4510.829378821833,781.5017956062084,99.7497630073066,157.37238706960267,12.17794116834175
9.0,1.0,7056.864293098308,55771.70957857842,97.54183108201595,5079.8705737615655,813.9156755654127,86.68453311372446,111.82543041789202,12.695857898607342
10.0,1.0,7291.285794851906,54546.55559339075,46.84698648691262,1843.3902143083494,790.3213125309483,100.0862439180959,159.80449025683237,9.335616124601891
11.0,1.0,8678.578243540685,44500.4076937875,38.012999693915724,1099.522068670122,800.1702246859234,86.42483897441363,129.3713968151853,8.919750042166891
12.0,1.0,8955.272160616527,101905.00835154956,6.028062600403767,1249.5428877730658,735.277828278634,105.59481252663456,191.9565351597862,0.6029079007897753
13.0,1.0,9024.977715383762,26840.294634160964,89.17598296760278,4248.946907775563,753.4422788437054,78.75593186397911,98.46697374181635,11.541587451097337
14.0,1.0,9895.335292622138,45618.425514675124,158.67777969401095,10121.628768978388,678.8597347090233,96.20001647355795,156.8765719766992,18.667849875437494
15.0,1.0,10124.298121845852,78603.13305862538,1.7239871064490557,1095.5970909063046,746.4014545468478,97.01977347936077,176.31434341615486,0.5653037380180366
16.0,1.0,10128.5875956996,37212.4228496679,1.5268450048784046,1072.6488885834503,736.6169749130365,101.25766098887493,192.8664835238991,0.5706775097380262
17.0,1.0,10580.983570990375,60186.34573481946,98.05230024695493,5892.783506188211,758.6467377316674,106.18607408456202,166.01813213750154,13.528132614247989
18.0,1.0,10805.150043764581,46331.91117825391,54.370585774065496,1673.3510304502622,849.9320226958845,92.49089606421867,135.69831947055297,12.777368889075692
19.0,1.0,10795.679452157396,112238.52415771845,142.7066873327716,8478.604591794672,795.028096702968,91.71898480657967,135.05070980805635,17.194335977191752
20.0,1.0,11132.5089196077,4571.260071393344,96.25975978885832,131844.45807345927,1356.5521205990906,924.182907546501,3019.4439250772966,5.05552362976548
21.0,1.0,11288.094241607441,50636.7146477343,81.48252893691954,3446.646380630303,792.3284199802675,63.59105522848569,63.30830253800197,9.626985512386213
22.0,1.0,11696.04376655859,63768.07891820899,17.203348487411812,1280.1872667884331,760.7177970023955,89.45944184841541,138.17796668882647,1.7566739288516502
23.0,1.0,12404.441457087723,64569.97897536395,66.96065723322663,1961.5918585249015,808.047089618418,82.49839047412735,107.03210693024295,14.740475161978958
24.0,1.0,13553.794154672214,97681.73136831731,336.313519512316,193018.9699752651,8.720556802025559E-7,116.82930882040554,199.59506778659755,5.376038760839424
25.0,1.0,13684.794763736189,8730.601483153394,89.78285205350429,5967.266895285047,749.301517754533,95.02970539319283,139.65384019630926,10.048068580121708
26.0,1.0,13771.879442859768,6455.905144725084,122.67815283817839,7562.456826809361,672.1037696079635,95.86458643699439,164.09730431816484,14.896744396165053
27.0,1.0,15083.34346987654,50357.38684511796,52.65367724162379,1843.1410851718072,814.9828376795947,91.5105811828339,135.24167995145777,10.77748176738145
28.0,1.0,15192.032474558717,71364.91699100779,2.2954459040778366,989.0054843485889,735.3945156514312,87.61747460225337,141.7397913142493,0.5976500107238828
29.0,1.0,15629.162165738353,85707.2192715714,93.58003358101486,3204.8552206136287,749.3339867967757,109.60237560243169,155.7138400338734,23.338535169679005
30.0,1.0,16362.681844027586,92208.73791392354,19.127077118897997,941.1868017896047,786.4849210207609,94.02590857372536,161.62557449795307,2.970988761507439
31.0,1.0,16887.56088177865,9000.426606812396,42.59136980564495,1248.088121596831,761.609098925522,82.14937134312724,120.96308936879979,9.373118387839401
32.0,1.0,16917.961820595177,20290.58046194642,88.44428945084036,13330.25128690938,830.4000848654538,136.17247585909115,226.06075752079286,6.259987131686705
33.0,1.0,17218.238544879227,102778.5165208824,2.368618255829393,835.6279708348916,779.1860145825542,91.18114412934904,135.29369850554397,0.6510457537306322
34.0,1.0,17357.313199063803,64871.08330729727,42.160459371524745,1174.424593525823,856.819287087931,86.07747900091871,113.5100913121383,10.214858743840718
35.0,1.0,18099.426078587236,74631.56914786379,86.55482810660055,2623.353942771084,780.7313993082297,81.91798334351955,114.59292582979784,18.26496304237003
36.0,1.0,18870.39090606396,10947.481459034654,99.72688485798584,4312.267773922403,781.0229701816675,97.92344466403742,156.33907253808536,17.621431678679723
37.0,1.0,19118.13989343164,76575.85606348504,45.55834218314437,1420.9390289182588,745.1486147034576,89.65046683562878,144.99549345370923,10.261650635796684
38.0,1.0,19377.06329075608,45191.81466666532,212.58330402870624,35832.43413952942,438.20945621413125,94.5736007675874,153.85817027758196,9.338982396379114
39.0,1.0,19583.3706057711,103379.18454386342,35.85575434121082,1132.7765093554424,782.6675869028659,88.54552378901016,131.36437138336836,7.902590616489244
40.0,1.0,20856.825211165604,73160.34250128882,147.95361240958866,14098.99647334602,702.2062572536834,105.04862437224477,155.7315500271627,12.738969318710671
41.0,1.0,21988.76637351807,64121.912067183686,81.28742592885465,3115.603053178257,798.6875840214194,108.1036845200239,188.94048168089205,17.88242260098396
42.0,1.0,22268.73714724725,2114.581873732061,23.383703250565762,1039.7999698332483,712.4412385840847,77.03004688760569,109.04981655043717,3.282078501897369
43.0,1.0,23494.64704131089,64413.64838193516,20.81889905950992,793.6525544534079,783.9225740248845,87.21732333010814,142.48369953718824,3.832555436209415
44.0,1.0,23975.577250173435,54490.24373939234,83.49394098117763,3331.9544429476805,783.6979544042831,94.9234452285265,142.82668492936284,15.507325377273139
45.0,1.0,24436.326427967266,11079.659176185765,83.4159214020993,3312.317412062949,755.5566991519719,96.5766183121724,158.59940301790016,15.83855671290893
46.0,1.0,24675.298950577595,9591.49744659689,90.716172849647,6604.002818826773,807.2973698276398,111.06311246943002,168.0054325386988,10.81721987570631
47.0,1.0,24852.190249274885,18460.719240660463,95.65954717844318,46635.408490000256,923.1297799832314,223.0362331394731,410.8652799514101,3.4313518922121076
48.0,1.0,25307.869315080374,63478.693435151894,82.6213539414563,4220.330730852776,877.5866857903684,100.60825779997934,149.88750124010292,12.715304971016291
49.0,1.0,25665.57439649185,14686.520523273908,71.57105547968769,5409.991519361632,815.4199025774832,102.81290529625909,171.69291591467092,7.632856235006985
50.0,1.0,25723.21877957994,43188.52392207392,93.76542722357249,8329.524417904724,796.7314652827337,100.81929799467225,134.53294449049366,8.33727092512608
51.0,1.0,28503.9388153396,54752.89047825986,3.8404374290088996,1137.5531807519803,742.9862119222452,98.69454901381262,177.1451208579456,0.5723840750051158
52.0,1.0,29114.444633974043,32629.21223418879,79.46235679106879,6500.207753259174,772.0013422993229,83.1822072944539,97.65045584266124,6.361444120434475
53.0,1.0,29536.820778574718,15569.420003906145,72.4459373673209,3787.9527989886715,789.3289369724338,101.20812901168914,155.76042789914743,10.966863817213273
54.0,1.0,29604.704385196736,28848.368038789762,0.6662884790774954,886.4442360218293,750.1778819890854,77.22735297318823,120.01098514249625,0.6257866237818112
55.0,1.0,30955.91964456544,19160.21725343802,3.3105537823958437,1255.3246041371592,739.1543393097968,76.70652903808482,104.58688046759376,0.5362962118151989
56.0,1.0,32043.87452034885,16824.227662207988,92.49333033697371,4797.2687283535015,788.3366288284375,104.94646987010563,170.74180123587706,14.61001913716828
57.0,1.0,32262.19569335288,38965.49502905279,79.41722788613562,2771.0404841274026,758.3519824398371,83.57020145024734,118.35774243286377,14.865199968223658
58.0,1.0,32407.86620467382,56110.20340676567,76.1141797422982,3465.56250405511,774.2541513775557,93.97626320024604,141.64436939821036,12.282900939136416
