"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,1.0,506.6870804726188,8558.021471419317,167.2794844021941,893.1147170219568,29.39938362557341,6.387122186318292,4936.234908579301,16.542309413653875
2.0,1.0,951.4478419997033,15097.620758683799,170.54237343583966,1222.7547712390974,27.16717297322056,6.252472810418666,4730.30336568636,12.557495072749044
3.0,1.0,1234.1619593730293,3903.7691277284903,122.52185320378254,992.3908350997713,28.171607942356925,6.149757275906076,4576.161260861585,8.231329948486408
4.0,1.0,1885.080498765266,842.8619634321425,103.36424657009766,956.430862045123,28.009102668404374,5.341626714341286,3452.4900906025105,5.74834042708292
5.0,1.0,3171.8433051389147,3194.2757025594265,108.29094504309585,814.4781666994743,29.896093959333932,5.469714567378224,3620.051071279336,7.231296702890985
6.0,1.0,3196.0930282634954,15292.087876934505,121.0885672771033,741.7413369972371,31.37917467379647,5.078561260032417,3120.805921110647,9.006656708955752
7.0,1.0,3505.5278302844217,11971.871316728473,129.13181520034334,736.3138596156841,29.95596641414735,5.2537379620564995,3339.813271448382,10.422898126250603
8.0,1.0,3611.1373402105146,11253.737296611813,136.29816100281468,870.3982485453021,30.135990225728207,5.733505360727114,3977.6431305423766,10.592804921033448
9.0,1.0,4287.440621503848,4756.490784718391,116.04521943531289,932.6946433526296,28.92289995111005,5.55109526946935,3728.5737015779055,7.322347425050093
10.0,1.0,5864.052254948522,15075.67408480575,118.50208728760884,773.1470801295085,29.428368372429865,5.515246621188477,3680.5713810679244,8.901318981423072
11.0,1.0,7261.222027767015,7551.173034181516,109.60363379310942,708.0645904362343,30.83451471121057,6.401805672346361,4958.9570198449055,9.419185354081007
12.0,1.0,7747.092431472809,10434.09584467956,138.39120093347904,868.0742681864189,28.8632464755184,5.784470900683344,4048.6725363193295,10.993451481380145
13.0,1.0,8033.77410800582,3440.8552331531882,114.75347587787958,839.898202277009,30.61598223362698,6.063266244939307,4448.346906511378,8.40744625928
14.0,1.0,9048.788824624939,2716.9261243364354,146.48965232516903,848.9032039920319,28.88166402022353,5.764234177543269,4020.39387408051,12.407828303741436
15.0,1.0,10680.722490597129,8420.70054987274,127.36479166466923,947.8780602188784,29.283444817508084,5.8575718628369495,4151.648923526017,8.842390909692321
16.0,1.0,11670.186373192313,5726.093856245801,114.08271344893274,975.9875923311383,28.962826900009507,5.680483009105195,3904.4143532857647,6.953742455111626
17.0,1.0,12309.312163889683,4141.576134749457,106.7405376773045,828.1563324349502,28.29458683362866,5.860138726459209,4155.288333094991,7.31050414996656
18.0,1.0,12443.31317032417,7951.142288559696,144.77386101448272,875.8926229294378,29.172228134946266,5.957309365048176,4294.233719672563,12.128128899953401
19.0,1.0,12530.276053886066,8663.992593421484,155.93202232646607,773.8809449119234,29.329835700496165,6.376199278496685,4919.365985945653,16.56277833666255
20.0,1.0,12520.929928358466,12923.494991893138,134.75081677368874,638.0977904083097,30.49937304587966,6.586144746941095,5248.653620163185,15.530419296488727
21.0,1.0,12886.317731783834,15813.108203827871,118.44872286988152,781.7384098762549,31.2411377462928,5.460044194540446,3607.261996746445,8.740819595031473
22.0,1.0,14706.321316099373,2212.0043253049294,96.63572455815394,743.8599377308879,29.327925507737522,5.857872145468705,4152.0745947924015,6.759556091022732
23.0,1.0,14966.424593029342,15693.424182440507,92.61485556513759,707.8306722473743,30.309454881294933,5.688328225021393,3915.206437465074,6.427484268509323
24.0,1.0,15260.398878920934,1238.6901028261314,121.74076729291068,697.1446799194792,30.5879200365084,5.496162846859069,3655.144530742475,10.209533148773755
25.0,2.0,1676.3157927008126,4601.3436583346775,99.80259791906636,942.2824240981844,29.270399596131373,6.117599087946199,4528.427250701658,6.016789384926125
26.0,2.0,1974.019962877808,3922.2999868938614,107.58163649752515,645.915977228686,31.169335351320044,6.117259451802978,4527.9244472814125,9.541391680610744
27.0,2.0,2113.4789989633628,2513.3112335480405,134.86353147103833,775.6000579012473,29.427124031127548,5.247861335999168,3332.3458810804814,10.74199160987124
28.0,2.0,2652.0632393325714,14171.23232781031,97.64213110907264,744.0244091585691,15.060370590631441,4.831035191033987,2824.0070232376183,6.035838255982054
29.0,2.0,2704.21107708796,2052.4061133191167,114.94769317518075,703.479361575092,30.41671825561736,5.593045516994091,3785.141136776096,9.270535720938176
30.0,2.0,3153.2345335377254,14420.59726782105,144.19155898098032,894.0897026098359,29.63490446450112,6.286778453116442,4782.353581562765,12.359448737164813
31.0,2.0,3473.0172257466916,2157.620884028814,88.71395740389214,787.4277331053138,29.31158327543629,5.229874194796987,3309.541675301816,5.190504944973767
32.0,2.0,4170.99629857271,12186.763693028432,102.76030278612458,854.2835188363191,29.264025211599265,5.77866621614763,4040.5509717551604,6.602238634705303
33.0,2.0,5268.7546004438855,5905.327986211474,119.42266782508212,870.1187153550934,30.208179016654103,7.203540383258279,6278.810280642998,10.050202436720417
34.0,2.0,6803.148502494815,11901.024464952416,103.38997414415078,794.7535456389529,30.687622511667307,5.545695098458369,3721.322829132902,6.891825903486712
35.0,2.0,7811.499046130429,838.7724544845657,142.97306011627242,919.3436247203343,28.428413523171503,5.693644016158715,3922.527444112295,10.928454459277672
36.0,2.0,8045.6562639574295,14377.113408699635,124.4434116341749,755.8097179532278,28.997061573926313,5.99607054565419,4350.2963006040745,10.589228763979532
37.0,2.0,10505.28644322614,4768.66110864142,103.65723504741877,935.2743222737056,29.383219826328418,6.092459995900361,4491.286324999194,6.438527594363936
38.0,2.0,12633.992156758231,15236.037442297797,150.3856645699649,1048.0519267116192,28.598832552147087,5.773314732046714,4033.0707224275793,10.755121370812882
39.0,2.0,14108.36350480514,2118.0703243240805,103.45078348505699,828.3289173010563,29.230478336592476,5.350108094594498,3463.462451485314,6.496447924357247
40.0,2.0,14463.111092366997,8403.633138069272,121.78813682635119,652.7836706412252,31.365494652406817,5.822628594255408,4102.263454672634,11.357506355756732
41.0,2.0,15519.315871845287,15949.82641024948,109.96624816415138,625.0439066614396,30.922431632970234,6.485610907245104,5089.641009661377,10.72446664066318
42.0,3.0,1161.1429903437731,3579.0267551397556,122.6033833494465,640.9411789207725,30.154825879982635,5.543085812680729,3717.8218400433707,11.228826362759495
43.0,3.0,2849.731480335432,12516.370383246482,157.24035771403373,803.3784808794406,29.93084305214924,5.883726991822962,4188.807441037562,15.142241364627111
44.0,3.0,3989.5950888311186,7376.2725543142715,125.53313019262309,800.8040023157735,30.21793232774329,6.213976991024685,4672.234715443252,10.509193976744841
45.0,3.0,4025.892231073003,13185.125467978933,114.22720893623124,741.1032926031792,29.444126298241574,5.212051658675828,3287.0233816173686,8.303217597194493
46.0,3.0,5564.253737835146,10246.62019420554,150.20944021947463,929.3293778556899,28.793288867896475,5.59562713573589,3788.636208104243,11.668326155028149
47.0,3.0,6481.478170191541,10396.540478215878,117.40538727638567,811.8205214060426,30.7650278136435,5.380483235033676,3502.901581159637,8.235611553389846
48.0,3.0,6838.685696515461,9400.793411298439,182.01406595496164,1350.923591374355,26.888087671451796,6.004101516828613,4361.957437962664,12.480016549306239
49.0,3.0,6966.901089901146,7449.0763405544185,139.46224131546197,742.4894764344051,30.391688082260078,5.721065514096031,3960.4014646069804,12.741411802014017
50.0,3.0,7310.887849564152,8483.068586711486,106.81485632645511,778.054338455556,30.961786964957476,6.447360067020937,5029.782671891823,8.313199108310789
51.0,3.0,7564.002373178458,10297.939472804479,112.18737383262024,975.1622221556357,29.19920184563761,5.925159081540771,4248.008727129706,6.970797306294679
52.0,3.0,7595.070538427158,13209.942542540908,130.94955451757272,784.573425023407,30.171923670394808,6.479477747826627,5080.019458035477,11.977282838713316
53.0,3.0,8085.849765334926,11857.781434839397,132.19201832106558,660.4622741896592,30.188008581557504,5.137748274942442,3193.971337745779,11.77352248573596
54.0,3.0,8889.62887892679,9795.440789417013,140.5342671261169,939.966902970275,28.022038105865715,5.391220321995662,3516.89604379618,9.944714063365984
55.0,3.0,9036.755920683623,1806.7108139729942,152.97559142239456,827.1009905860249,29.82725570680842,6.04301673838555,4418.684207351278,14.328858307090655
56.0,3.0,9944.093379586348,8337.023135437017,113.5241560353383,897.8027807500048,29.478132277933494,6.445110506354008,5026.273382156016,8.15172658022027
57.0,3.0,10519.5192020817,14645.351389094712,130.83175393366776,880.3188333514395,29.755511076337214,5.769916099435328,4028.323747138608,9.791634156895748
58.0,3.0,10932.095778785451,15195.378558822578,121.58555075527197,869.798331516177,30.41616708745734,6.168486030864504,4604.076609469436,9.153937314139567
59.0,3.0,11593.794520089969,10142.091413015816,130.97654396009216,1353.3133165113898,29.49653507313524,6.4494502392751,5033.04441505527,7.301384681079695
60.0,3.0,11636.39457364286,12575.579012473396,112.72442988014134,820.1055079614022,30.03437403412217,5.533858470756271,3705.4543387754647,7.7672227084856384
61.0,3.0,13380.344569928679,12258.272323887757,130.60788378165952,869.8663502962029,29.419653977331407,5.951458363784303,4285.802655432685,10.11422542575074
62.0,3.0,13914.264783459485,13366.915492033348,124.14012099857116,732.0360939766381,30.426870083887746,5.6283739645326705,3833.1098116404223,10.312128608821261
63.0,3.0,15392.178843796206,5230.2609905278,102.31087285898982,802.7153427808519,30.25901324349517,5.880897794200925,4184.780022766323,7.000007517628117
64.0,3.0,15970.887996898186,7176.902469396996,148.08674999547534,1236.3024824273787,26.9521548633057,4.995867631605087,3020.0019005661284,8.090732807156892
65.0,3.0,15938.420735359545,14345.360232068382,89.11136378056064,864.8672366803659,29.771088746691458,6.1965520872431314,4646.068190317431,5.397893546469551
66.0,4.0,518.0665676142779,8614.526774878173,135.11028206861423,901.5797534315061,30.049063063697535,6.136866201199102,4556.996339380966,10.672663975859658
67.0,4.0,1551.4698876057548,15021.216126663188,103.94209565459654,913.6925892107184,29.603301995074187,5.693371539497296,3922.1520178976934,6.291535124845621
68.0,4.0,2057.2166930804524,7896.29067976263,105.45955460083724,708.043429471053,30.440108314823185,6.1782302673907346,4618.634037665277,8.549392692641794
69.0,4.0,2271.7086393050304,3194.7897332500447,133.69383691277088,963.401998459981,30.342510414900115,6.315801885177616,4826.6117677903885,10.092634974462813
70.0,4.0,2381.22422639381,10344.69337360916,117.25126042174965,945.4207706892389,27.792985895940483,5.5307858997656085,3701.340712954576,7.347419214420063
71.0,4.0,3295.3480516742234,7526.148855614009,109.75505754194448,811.819175502125,30.17833496539909,6.050042832940933,4428.965211930813,7.997060488950073
72.0,4.0,3718.5595895981987,2932.081374491918,117.32647883828486,926.3263932888818,29.581677441792017,6.418843397606467,4985.387618127998,8.378547667767368
73.0,4.0,3707.0394681173216,6490.370871402452,103.39915774938373,593.5830670969432,30.654196791075037,6.038243935657308,4411.707170248631,9.489625356220717
74.0,4.0,3874.025276740009,12501.377757708717,90.77237819054253,841.609200833391,29.27809200758944,5.898858228540293,4210.379936450543,5.509183704221016
75.0,4.0,5533.537071786412,14408.699714045588,145.2804103532306,860.7486105683633,31.058071984792274,6.904699346186401,5768.659640409329,14.074760812983792
76.0,4.0,6181.559160807437,5635.47017719703,98.96525754885924,696.1317118718896,30.763891731525472,5.281574776164186,3375.2988860621904,6.922790325756819
77.0,4.0,8133.319221422818,15689.646707278896,103.25467580035081,500.0,32.544483391253266,6.295901612785631,4796.24363126308,11.440856314360245
78.0,4.0,8660.939041149972,11241.989395235334,115.2912178903002,857.3811218338285,29.326242771195464,5.669193794193261,3888.9107519639406,7.910335382147871
79.0,4.0,9376.19152768633,8578.081910756815,133.35908340970133,781.0273165986413,30.40241134386906,5.377007522348619,3498.377397404276,10.666750870143128
80.0,4.0,9407.582978996219,13191.94940844793,85.02599982187307,764.8196605564682,29.53918707789895,5.798599933018341,4068.4751031859787,5.296684505167199
81.0,4.0,9662.479845562082,9637.775333282834,92.38853600603086,819.0716607376116,29.91877696145412,5.408990250447826,3540.118239097187,5.48079260496778
82.0,4.0,9991.718131301146,4339.120276734633,101.56275048979526,655.396522002155,30.507595665803322,5.558432557713522,3738.4368723366133,7.905744817189896
83.0,4.0,9921.291736256253,5852.887990710619,103.44429593358313,1018.470769577904,15.144108217734887,5.803913978752187,4075.9355143246967,5.771592522579721
84.0,4.0,9981.218459334987,5985.518746263424,86.81725096648299,597.2731910542108,15.144108217734887,5.803913978752187,4075.9355143246967,6.753294039561446
85.0,4.0,10700.589248547592,1863.7954495647136,123.33921249930543,688.0195085099604,30.724119853164705,6.0499590900748625,4428.842603981113,11.433076617791546
86.0,4.0,10658.338312323525,6734.8177095592755,105.44950482209217,862.7528508402188,29.96430969296624,5.501504307332758,3662.252506875709,6.6078301884447175
87.0,4.0,12023.994763104289,2086.567686404303,182.92383820758667,1156.954578378494,27.95638414124674,5.200743804949522,3272.7760711270034,12.88020997989202
88.0,4.0,13070.602219798271,1917.4866812774874,110.13649947995548,855.3619459101725,30.47915185014957,6.031985466004108,4402.5666881122615,7.66752717737757
89.0,4.0,13271.746764623123,4594.497834273704,96.46430399430254,788.6506606100118,29.04799545753729,5.610576010980536,3808.9061441738213,6.222015622009197
90.0,4.0,13823.756721708565,8092.580793305496,138.71065731095703,893.9458444186791,29.273153725733128,5.584870930151386,3774.0847801232817,10.449924376501144
91.0,4.0,14333.230297853574,13487.87170508785,127.90157476092205,889.8969179040337,29.257562210191878,5.758158446955927,4011.9230327600276,9.29840953861675
92.0,4.0,14392.79786590189,4482.969333226049,142.88371819347762,612.9967378431628,30.12062226286806,6.226852880697317,4691.617312540341,17.137392585706966
93.0,4.0,14677.101989571263,12100.196190315937,154.2525626311254,1051.6143623054852,28.158550030155595,5.802838278295824,4074.424782170688,11.27367619115222
94.0,4.0,14768.926368711689,1230.308305604403,91.44535820520422,874.7101944444582,29.914354939394332,6.277728276176011,4768.594549450488,5.631661757792259
95.0,4.0,15326.27870087647,5635.502307561749,126.65194255275723,890.7649494220299,29.26816183491607,6.466432264748339,5059.584294755043,10.015659768548984
96.0,4.0,16096.114621318397,5037.564130626107,160.31858168546512,1204.3187197348875,27.760134534194243,6.386999562920275,4936.045373425998,11.570409577069203
97.0,5.0,1372.7746630265488,2772.0253125542026,132.08496065143805,904.7690167758185,30.537367651703438,5.988269858789347,4338.984484349516,10.010750455933163
98.0,5.0,1896.2292372321913,7175.554974317762,87.48174108180942,932.802574084603,29.597583478166772,6.011185184903862,4372.256026592127,4.82386967974098
99.0,5.0,1994.0358098914633,9805.733935891203,124.59603342101926,912.8456308820307,30.389567832598512,6.079934221730271,4472.83761705146,9.053862842504438
100.0,5.0,2558.439313991951,3330.6709304822652,109.0695106960612,795.1951257733266,30.41081189885399,6.165656532432279,4599.853777586906,8.172753372623541
101.0,5.0,2729.6635383165167,4612.760829945077,108.14701347511006,764.2972626738003,30.300338206780516,6.039190125346211,4413.089901779587,8.206808171047744
102.0,5.0,3158.7521263883114,10754.790389922333,109.34196638747193,677.4194528401414,31.054854651038216,5.120170134996983,3172.1532075693503,8.215338267336652
103.0,5.0,3361.4830877683944,5362.396453409481,110.12321612014408,852.2021566500387,29.707198770176042,5.949237469715455,4282.604602999029,7.61155022186762
104.0,5.0,4508.819251702254,1463.8514237437105,97.35412991706738,797.7966913968318,29.328806739661957,6.497789985884,5108.774240090107,6.95076209643905
105.0,5.0,4861.924053545867,14371.7426194943,120.26630380941769,712.94263320835,31.032637303962943,5.472427258720341,3623.6426723404784,9.759002493167765
106.0,5.0,5555.6208237333185,8461.11333283581,93.99411392641676,684.930359445192,30.771763714784107,5.750832738678907,4001.721339899803,6.829896008985227
107.0,5.0,6416.1941778049195,2722.1241598241145,144.2345328803387,977.2764083758645,28.822662279195594,6.063883891106752,4449.253229223699,11.059104736824102
108.0,5.0,7175.505585685794,4649.895915200594,94.75938596151796,704.6435352728126,29.774543019547924,5.310388580921698,3412.2274525264124,6.395280699694092
109.0,5.0,7911.444754827571,11034.938682998127,126.51077188555486,804.8168409097182,30.158704737642964,5.613169677890832,3812.428533781725,9.777145797613182
110.0,5.0,8052.146052307127,1870.0169279811325,140.06044266050512,800.5274932925652,30.299468532493723,5.755745022784889,4008.5606929133114,12.04650557296072
111.0,5.0,8391.255806630696,11958.432583626325,88.41024052499203,708.1001773488586,30.752239889573453,6.094241850308916,4493.913831336854,6.234339557279695
112.0,5.0,8474.531290276691,5876.547241958498,110.96318082812724,669.9642478387598,31.99332028455962,6.54000242688576,5175.3674409916,10.303909501860801
113.0,5.0,8579.905206972255,5356.633261264607,87.02328266008261,705.3633127501832,30.89089133766739,5.792852436874016,4060.4138620030635,5.881826476788879
114.0,5.0,8776.448653247708,1321.059574269743,121.35263556047619,805.0045127073348,15.52416975135114,6.112086898217802,4520.270375578312,9.708288337594787
