id,frame,x [nm],y [nm],sigma [nm],intensity [photon],log10(intensity),offset [photon],bkgstd [photon],chi2,uncertainty [nm]
1,1,241.6366313,1232.551727,104.673,38988.97179,4.591,728.527958,160.4914576,274.137291,3.546551574
2,1,270.1334063,25360.61495,104.097,60548.92167,4.782,1340.05402,337.3387409,598.9344751,4.712039799
3,1,245.2236688,37404.16558,87.873,13597.74283,4.133,773.0331559,102.0121751,142.6664683,4.567955955
4,1,167.8418436,48869.84919,146.529,72660.32324,4.861,1133.636336,276.633576,466.970538,6.377147111
5,1,183.8189545,52018.21087,125.668,39233.35752,4.594,1235.521644,206.7136337,301.6432131,6.499067939
6,1,220.3949544,58850.75234,103.665,24136.88255,4.383,1062.143348,131.1822072,178.0755676,4.589950622
7,1,232.7297023,61877.25353,121.996,19779.58015,4.296,1312.368659,188.5603906,305.4962207,11.06263675
8,1,330.4745495,78022.60577,219.198,137026.1558,5.137,875.5480034,160.2132584,178.7734159,4.406698343
9,1,199.6245683,81470.74052,97.237,12153.36611,4.085,886.1330253,120.8545528,185.3753562,7.362888741
10,1,239.7709723,83772.04557,121.851,38012.82876,4.580,1164.056801,178.1960261,263.3141181,5.446709662
11,1,160.5821802,99065.53197,133.536,31242.5154,4.495,1308.536507,200.1246245,296.2123645,8.910612807
12,1,248.6245176,114696.144,118.559,28537.96532,4.455,1553.743482,180.9683162,219.770787,6.964320881
13,1,263.1619916,4514.476054,111.286,67292.38726,4.828,636.3751589,126.6609662,128.8724563,1.863302164
14,1,278.7769805,8179.082523,111.012,58520.90845,4.767,806.4963593,158.1081277,206.7405693,2.62937806
15,1,336.8611797,18242.92977,130.606,37309.21754,4.572,912.6543845,162.3272649,267.9653285,5.808790838
16,1,285.5030054,18911.54275,78.383,12580.66629,4.100,1843.101195,393.5687704,998.5761679,14.95639574
17,1,317.0181885,27089.47981,110.976,54896.06346,4.740,852.7781156,170.9715241,208.9699229,3.019724965
18,1,266.2857724,32410.85551,117.048,92087.26461,4.964,1061.756271,245.2284422,316.2116753,2.862460713
19,1,282.5942565,42783.21046,110.911,26544.81124,4.424,1293.504893,121.3908318,118.7749869,4.426527545
20,1,365.133668,47163.87168,171.330,134547.5843,5.129,669.4456199,175.834644,177.1611396,3.018425216
21,1,236.3022158,49325.4425,176.000,65749.73283,4.818,832.1740361,203.8570517,302.267717,7.496594757
22,1,299.3092594,55774.22374,138.175,80357.17973,4.905,1571.855443,312.4227488,476.6506087,5.790438089
23,1,256.406245,60643.00038,199.350,216742.1208,5.336,8.00E-07,221.0208396,286.0897608,3.179008873
24,1,252.9325526,76982.77272,145.044,34037.87384,4.532,1165.504043,157.7352164,205.5861391,7.618813285
25,1,320.6059521,82462.28166,116.507,29491.86243,4.470,1470.557429,163.2797445,191.7074618,5.881370568
26,1,302.6227786,125191.3842,123.857,53774.30345,4.731,1421.657231,184.1463733,201.1283165,4.118653919
27,1,385.6190691,224.8783596,98.160,19370.08797,4.287,556.7751524,138.5091172,329.1230159,5.403071132
28,1,448.9206321,17696.21735,148.989,54235.69729,4.734,822.5887954,187.3621942,263.6675891,5.995035135
29,1,411.0730636,21104.77713,131.570,46386.67613,4.666,1021.300553,181.0561542,311.0552543,5.287777262
30,1,398.1679077,29135.11403,116.388,27517.77043,4.440,1008.838296,142.5031274,172.1550382,5.49848647
31,1,344.4267124,30341.46868,104.802,39476.2897,4.596,991.9496462,201.3143048,347.6020401,4.386326213
32,1,373.3210277,36661.58278,161.544,114822.892,5.060,885.3063087,240.9675262,311.1439902,4.283641221
33,1,271.268878,53270.46892,275.330,262483.7309,5.419,19.99005932,157.0886796,195.8731531,3.567133816
34,1,340.4305728,55293.57232,165.126,95855.41712,4.982,1025.495352,254.6797345,352.5011655,5.656330287
35,1,398.772605,16909.23145,120.641,106105.5515,5.026,805.3498583,223.0527324,296.4241623,2.407397114
36,1,429.4473819,19039.06588,241.797,236263.8466,5.373,4.19E-08,313.3618058,599.9403988,6.047741774
37,1,386.1675927,19815.81446,179.776,88509.56131,4.947,540.9774428,218.1565233,396.1212281,6.221283996
38,1,428.767996,28290.54236,122.259,64453.86477,4.809,1057.398863,180.1063065,198.1958093,3.28273193
39,1,373.4417005,43306.57489,188.850,147892.1466,5.170,747.7144499,334.7960177,628.4360038,6.294628447
40,1,375.2843646,43927.22081,148.671,96841.86854,4.986,961.9865293,259.5655945,335.7785193,4.629761794
41,1,415.6570061,51157.93115,164.368,54010.54503,4.732,1050.435067,191.8174319,281.9357136,7.491567398
42,1,377.641843,70571.77523,138.608,81028.77862,4.909,1062.310595,239.6530326,317.5820044,4.443767241
43,1,463.7933578,2064.164856,115.830,64370.49083,4.809,677.3930601,175.4671598,226.096063,2.879950612
44,1,423.156687,25184.7966,242.433,287311.2294,5.458,2.16E-08,387.3160931,684.7632505,6.174946057
45,1,488.9590376,33219.61092,123.168,74670.2915,4.873,1066.740128,295.4227246,510.6167955,4.687202806
46,1,488.7059482,33897.34933,122.427,33472.96771,4.525,843.0700067,162.9110903,264.1932885,5.710139794
47,1,442.6295682,65642.78161,158.781,85639.00195,4.933,2078.60492,293.2754306,373.161797,6.732818176
48,1,450.657274,66027.6358,163.700,227071.1344,5.356,1494.500341,351.8786317,372.4391343,3.246128414
49,1,529.7413576,78692.10341,124.824,33790.34043,4.529,1505.526537,169.9993828,162.2194124,6.131281137
50,1,523.7774103,94751.65127,152.769,37267.78977,4.571,930.7381198,140.6695925,184.0693016,6.893243644
51,1,494.583884,26195.2248,160.617,66024.34188,4.820,516.2874803,170.608116,273.5821786,5.219402033
52,1,555.1651987,47415.01533,161.259,49399.42202,4.694,1255.64905,292.4784402,596.2693816,11.98916967
53,1,577.6492307,54228.79511,112.000,70731.79869,4.850,1353.838002,172.0745006,150.2958155,2.410029823
54,1,566.2447489,56934.18807,123.740,63756.23363,4.805,1382.265551,149.4072529,124.4528678,2.832575483
55,1,523.5694804,58053.75399,108.846,19321.55362,4.286,828.3992189,144.4914533,244.2556721,6.931941464
56,1,528.2270104,78123.8403,122.470,23960.40886,4.379,1987.78744,176.0498415,182.215387,8.603016705
57,1,524.4463749,92586.16503,244.596,201623.0006,5.305,181.9875812,220.0467363,351.6050853,5.104281716
58,1,729.8783247,6736.531728,160.382,81962.73462,4.914,598.5947035,317.0204609,641.4852751,7.753439369
59,1,599.3925585,18711.26173,109.307,41774.44185,4.621,1356.827638,207.5953276,289.2047349,4.646721935
60,1,584.5173512,20572.24735,111.668,130699.9561,5.116,1230.915829,228.4756,266.398651,1.72297217
61,1,571.6210312,34726.85193,127.241,58959.14857,4.771,935.1358116,278.9608833,613.6810083,5.9775201
62,1,604.0449374,35786.20619,184.698,119180.9564,5.076,521.1804946,230.6053669,356.1036268,5.15845516
63,1,598.8294288,40203.58363,99.759,13135.14985,4.118,902.5683685,108.3244598,140.4016748,6.440183133
64,1,638.3697468,63760.10042,106.615,27593.91993,4.441,1051.608158,133.0555853,156.9788364,4.309620476
65,1,595.6150154,95339.58054,105.161,15229.53139,4.183,1034.742568,148.405023,237.6423952,8.420509479
66,1,589.1293268,125867.6624,277.385,245597.476,5.390,220.885665,181.9106166,242.7989741,4.464940225
67,1,752.2037354,6096.765785,144.551,42874.33817,4.632,455.5279535,134.303906,249.315692,5.135862447
68,1,692.5168414,7675.50328,114.765,33373.04023,4.523,824.0643127,175.3076573,304.5283185,5.415100452
69,1,646.0558911,12605.80789,118.385,38805.99363,4.589,767.8046327,112.8111195,119.0990795,3.224623326
70,1,738.8069762,17795.4429,142.457,79011.27966,4.898,1221.379696,371.1831843,746.4938507,7.427737268
71,1,674.3335039,33578.23629,107.374,27312.37594,4.436,1377.541267,264.4451597,476.5907573,8.701243144
72,1,670.5732551,38222.8452,147.874,37843.33139,4.578,599.1082757,148.874246,252.1602362,6.729871083
73,1,666.6632286,46384.26386,120.200,163261.2727,5.213,1813.542579,321.7314311,390.2752221,2.233374461
74,1,697.1359913,46945.45832,99.470,68017.31243,4.833,2043.622231,294.4161396,412.6667672,3.351330337
75,1,661.8657043,54689.15636,100.239,15372.15658,4.187,1268.574386,158.6789428,216.5438914,8.103381005
76,1,635.0133838,72383.96949,199.561,84020.50244,4.924,641.0313546,159.380566,215.8146107,5.912217193
77,1,692.6744872,73939.92617,155.668,48572.6603,4.686,1151.141502,152.5998186,180.6718654,5.959846331
78,1,727.09732,75647.89868,160.298,87821.73245,4.944,1110.020427,230.8917006,282.9398955,5.278917516
79,1,634.3379117,79682.83507,114.693,28906.57314,4.461,1248.290728,147.0023431,163.1374074,5.244199752
80,1,665.92578,103019.3535,131.606,28779.18433,4.459,892.6125287,139.3063799,188.7341735,6.563299254
81,1,689.0829892,121925.1769,212.936,134542.1018,5.129,927.8715531,223.0680064,279.0705191,5.871996161
82,1,755.2240963,9560.842671,114.441,60028.44779,4.778,810.485322,162.4413047,207.2918683,2.795003597
83,1,747.1120204,21721.32892,106.423,54487.0975,4.736,2393.004597,479.4245434,960.0257577,7.759401204
84,1,751.1710107,39396.92321,117.830,23191.05189,4.365,760.3102098,121.7349776,173.550563,5.718449598
85,1,768.1386543,39795.7173,105.310,15286.55466,4.184,919.5496649,125.9760506,175.6252276,7.155998458
86,1,735.2552807,50289.54725,108.510,54097.35317,4.733,1687.963418,197.2310197,200.5735942,3.369955146
87,1,713.6466528,50860.70865,116.844,85161.78967,4.930,1520.246228,186.1714114,176.6901768,2.354907112
88,1,727.5332593,61978.17072,118.577,27481.96805,4.439,1031.467212,157.1418175,220.8519612,6.290675793
89,1,803.3563823,65124.07324,120.122,38989.37205,4.591,1792.401344,239.8265837,317.6995849,6.925934051
90,1,757.3985667,76164.53915,121.123,43100.07708,4.634,1481.497085,180.6914909,215.7023523,4.816781689
91,1,762.0087044,83082.12793,113.595,18438.50397,4.266,1457.158991,166.8396571,219.4148149,9.114579526
92,1,731.0813378,121686.2267,109.947,43712.42211,4.641,1847.797258,237.0203149,320.7541639,5.122433111
93,1,806.6341179,2726.06712,97.554,29179.83213,4.465,716.0304488,114.2759856,146.2829944,2.954602722
94,1,739.4211405,7789.159817,176.649,69847.03602,4.844,359.4056015,273.7909298,763.6906065,9.530964616
95,1,782.5006879,11436.92755,110.272,46954.98185,4.672,980.6544632,181.5830089,247.6381822,3.691209739
96,1,875.7659233,15207.33703,169.997,57207.71678,4.757,911.8365097,206.0689348,342.0787978,8.122468461
97,1,802.7560176,18022.91042,212.795,233765.9649,5.369,189.3440269,471.2354719,1047.074713,7.108568392
98,1,815.3477603,27655.81697,199.131,99032.82018,4.996,304.0804583,177.660132,306.8539173,5.565450511
99,1,820.6638293,29551.21333,106.509,55916.68339,4.748,865.2256695,139.9552281,167.7956695,2.253756068
100,1,745.0792689,33315.72724,266.802,285393.5865,5.455,1.05E-08,325.8630562,688.3810482,6.337084166
101,1,801.5589636,38511.6029,128.611,31599.01147,4.500,764.2614701,175.6736452,344.1418592,7.184711209
102,1,888.8702988,48655.79809,158.499,48957.48521,4.690,978.95018,239.0765259,442.9103045,9.562426462
103,1,810.1419221,52762.09599,117.187,56125.77804,4.749,968.8716873,137.8742365,134.6540154,2.669431574
104,1,870.9418766,58943.93154,133.696,45905.49905,4.662,817.4969808,205.3927845,323.9724412,6.247963201
105,1,784.4356163,77571.59681,106.126,37251.92976,4.571,1491.549386,161.3014402,168.2765767,3.831356446
106,1,760.6095064,80673.80724,208.876,145820.5456,5.164,751.5896485,263.8962159,409.9475303,6.161430999
107,1,842.1601675,86241.17556,142.426,34479.54185,4.538,1074.984621,192.6201426,300.6504847,8.841891752
108,1,900.071845,19061.41351,102.348,66851.58742,4.825,1444.162303,186.1535548,195.6587886,2.302568794
109,1,865.2567922,44944.91164,117.741,48190.85221,4.683,905.9165982,160.179514,212.8694973,3.622383298
110,1,866.9695965,51843.95602,115.501,26927.95316,4.430,1107.194212,169.5971067,241.5147631,6.569272138
111,1,871.4167271,55692.12916,110.050,115911.7498,5.064,2216.942688,376.9219374,488.4438129,3.078512039
112,1,903.8639307,67507.50679,134.938,22748.35996,4.357,957.6954691,166.0409519,258.8116456,10.36932014
113,1,871.0167203,78735.56874,132.576,60962.46821,4.785,1263.215672,206.6082828,269.2340315,4.661594547
114,1,848.4406272,83349.18795,157.737,66387.82415,4.822,823.1901501,225.0581285,371.5508238,6.58483072
115,1,868.0407938,84342.08693,115.469,47013.64974,4.672,1424.230196,172.8282857,167.1005625,3.847639278
116,1,890.1416623,105265.931,142.659,37455.06277,4.574,1204.125772,172.5192849,236.4293743,7.32375369
117,1,840.9910026,113693.6117,179.035,76604.4793,4.884,1035.209266,166.2055984,184.4013288,5.444390021
118,1,909.8711901,129184.7732,171.234,58386.16974,4.766,904.6127502,192.3576691,320.3730288,7.541999563
119,1,967.2807799,4834.376865,115.456,35837.84634,4.554,671.157571,174.7485554,280.1600229,5.089620459
120,1,943.5954087,6811.576257,104.771,73921.3703,4.869,1296.454452,319.4518452,589.5868514,3.707723707
121,1,1053.334846,41820.00376,187.132,132685.008,5.123,1182.8374,495.3115692,933.1229654,10.1735341
122,1,912.8322448,71231.61911,133.903,45680.96185,4.660,873.1594514,151.8125987,227.4112833,4.674439086
123,1,1005.720168,16140.61394,135.573,69451.46617,4.842,1038.807773,180.2378364,217.926827,3.743578499
124,1,900.4604959,17878.33939,185.927,185972.1571,5.269,275.3132411,327.9956279,521.699176,4.758540761
125,1,987.7096366,21400.399,113.315,89529.80444,4.952,1528.899691,321.416574,503.8904681,3.603433582
126,1,1106.305635,26007.9761,155.697,50157.83432,4.700,754.0457084,294.9725612,671.2343339,11.10269663
127,1,997.7010055,43952.97037,105.115,32863.45287,4.517,1112.839306,127.8607168,131.8844757,3.392805475
128,1,1045.445896,49280.41495,142.716,35010.24166,4.544,951.1348839,140.2942972,159.9337306,6.390242417
129,1,917.962766,54213.44593,131.484,31152.8452,4.493,1095.425499,186.963435,314.01202,8.099302781
130,1,1039.321627,64792.40931,168.489,67464.86685,4.829,1366.405372,190.8967472,210.4397426,6.277478958
131,1,1036.400503,104808.9246,115.950,20496.40332,4.312,1261.097445,203.1699403,340.5333437,10.39066687
132,1,1064.447718,20792.33368,117.198,45737.56606,4.660,1400.355184,262.7524094,448.9925198,6.158042087
133,1,923.5229602,21746.94151,142.028,80086.56806,4.904,1185.245963,355.6470516,694.4007849,6.980892655
134,1,981.0487141,27683.81596,119.455,25516.13516,4.407,789.1938653,157.0060542,263.4833541,6.866277695
135,1,1165.545861,48786.85645,109.305,21077.65147,4.324,1616.462002,318.5810557,680.4648893,14.05657967
136,1,1094.107699,69201.78045,115.159,20221.34535,4.306,968.7820933,163.6209373,267.161014,8.380677958
137,1,1165.445345,4058.584624,159.446,73056.95685,4.864,825.5867375,360.0404604,958.5957576,9.756278666
138,1,1139.626896,5803.899046,111.586,53341.90909,4.727,694.2824015,153.4024885,202.425073,2.825946909
139,1,1141.107339,6131.224248,160.613,56869.50096,4.755,440.5660491,151.7149963,230.6756841,5.391808311
140,1,1132.762612,14504.80858,132.975,49681.55224,4.696,954.2669205,182.8536696,262.6736669,5.094095321
141,1,1132.293141,15584.99904,117.255,77558.17495,4.890,1599.095038,270.6332123,345.739208,3.753130273
142,1,1115.575113,25171.06752,144.632,98453.56772,4.993,555.9019801,213.6775505,286.9094467,3.559198976
143,1,1149.338069,27166.30788,96.442,15697.12778,4.196,771.9493925,128.5095239,202.3193715,5.970084286
144,1,1151.254604,33992.26295,94.161,15372.31511,4.187,810.7931783,131.6618665,236.9823093,5.952872731
145,1,1103.920108,36602.5595,118.741,78053.43669,4.892,1025.650614,211.2264402,289.5208112,2.996672656
146,1,1151.83389,41649.95031,115.572,135158.6491,5.131,1815.915989,246.6494177,249.4154591,1.921102528
147,1,1095.101982,47221.03162,97.599,14995.92063,4.176,1444.216858,195.3502866,299.8470866,9.678933021
148,1,1133.364092,61013.52367,143.971,39143.58831,4.593,873.102645,144.1911327,189.8167554,5.979737688
149,1,1133.383722,82321.87321,152.907,110238.8248,5.042,987.8130239,312.1767275,549.3190603,5.166998526
150,1,1174.568938,101706.3617,116.416,28688.72909,4.458,1209.791872,150.9199945,166.7342945,5.584996119
151,1,1121.220265,111404.4974,122.484,32124.81306,4.507,1032.160363,166.0055507,244.1724938,6.065123669
152,1,1226.274721,17019.27895,110.995,41067.33778,4.613,910.0142459,157.0748882,230.5581712,3.70435371
153,1,1194.088835,18754.46123,86.554,25147.46812,4.400,1225.371692,277.9624087,608.132972,6.46024966
154,1,1209.210091,35062.37523,103.225,23322.26356,4.368,820.014448,121.1965584,173.4816833,4.358203186
155,1,1162.087765,37335.00099,131.047,52805.36161,4.723,793.2288005,245.9238103,526.6742101,6.242968801
156,1,1302.674737,42574.2427,176.589,66164.78734,4.821,744.7732167,242.1145341,488.0622864,8.895921636
157,1,1200.855118,50062.44638,108.416,46021.42852,4.663,2092.566229,293.3202833,415.7077253,5.845260288
158,1,1209.089164,55008.66188,113.877,48657.57277,4.687,1004.983903,164.7005635,249.0131789,3.451606659
159,1,1274.656767,62907.97164,161.734,58469.01997,4.767,962.1928912,164.5544953,200.2928196,5.761439581
160,1,1189.687958,64389.0895,128.585,27643.86127,4.442,1162.561495,143.7057565,171.2829283,6.726205314
161,1,1242.052664,7143.4894,188.949,121803.1572,5.086,384.9499494,167.5808707,218.7951826,3.856404008
162,1,1297.575144,12738.9286,150.700,64808.69706,4.812,489.9910369,229.5115354,437.1342675,6.279488607
163,1,1236.474882,22778.69619,106.134,160996.477,5.207,1511.318472,329.7515718,405.4939653,1.813239013
164,1,1290.114664,31921.53864,105.881,51912.40134,4.715,1156.200874,139.0509744,140.4437959,2.381220864
165,1,1213.652903,54621.5227,175.789,80203.04813,4.904,538.5348221,201.0293244,372.9461738,6.052513713
166,1,1226.607017,56777.55843,112.010,92685.50031,4.967,1346.228049,255.2774127,297.6277877,2.711572113
167,1,1283.28845,76963.69074,226.295,158459.0354,5.200,659.8701379,139.6109252,125.3262783,3.552910275
168,1,1262.888332,85782.23181,109.827,18745.88844,4.273,1029.05444,150.7841893,218.8503307,7.584803239
169,1,1293.14269,97853.0737,139.031,32058.28851,4.506,818.3600692,123.1376491,148.882633,5.823725411
170,1,1268.45042,109475.3496,121.041,25318.44941,4.403,989.9686254,146.3539715,213.1396621,6.627403017
171,1,1232.173493,112778.2179,118.075,20907.3411,4.320,1677.04309,205.450437,293.6846611,10.68044801
172,1,1233.356798,125661.2952,136.016,46019.58619,4.663,945.126662,155.6063326,209.0092743,4.904030631
173,1,1300.412043,4013.920961,164.094,82869.3338,4.918,708.5829607,345.2394968,902.2707758,8.73795477
174,1,1295.841463,10214.7596,113.220,74415.05829,4.872,993.4791657,219.3396221,302.6161806,2.966708219
175,1,1319.348939,10759.89595,105.024,23381.0477,4.369,797.3335254,103.3250222,130.4301258,3.852295463
176,1,1294.138904,12821.55083,128.490,42788.06971,4.631,769.8541561,238.6413365,510.9093975,7.184302921
177,1,1282.098375,19132.68158,140.671,57642.07387,4.761,573.9911109,192.0174335,381.3182622,5.157528198
178,1,1290.366957,25942.91829,106.991,47084.88899,4.673,973.7928294,191.9826664,283.8939086,3.662123588
179,1,1312.193935,30938.71058,132.177,27571.62046,4.440,769.1351984,195.482415,412.1721514,9.661117349
180,1,1330.630866,39908.08106,111.186,28044.23085,4.448,736.091977,129.9802045,209.3386078,4.503993972
181,1,1321.286838,40891.43583,123.988,39040.72734,4.592,1118.588015,210.1233128,357.7857889,6.462200973
182,1,1307.66258,75463.31953,119.006,23918.7017,4.379,1240.464072,171.6451188,231.6336191,7.937594561
183,1,1341.634897,99419.47309,145.424,83469.12885,4.922,880.385075,172.2809176,195.9686281,3.430412347
184,1,1404.463348,102646.2538,150.632,37485.94429,4.574,819.5090783,156.8149107,260.2155383,7.419085679
185,1,1384.865206,104094.1959,186.798,79343.28881,4.900,944.5301456,138.3103936,135.2581738,4.774434247
186,1,1339.51759,117053.5089,150.052,50003.78815,4.699,1367.671474,169.4682248,183.9112524,5.969451393
187,1,1377.044628,48875.88308,143.890,49445.78779,4.694,1555.080451,297.167206,525.0937514,9.693419466
188,1,1369.459106,57592.47671,112.289,29597.19106,4.471,1138.742398,144.7407125,177.1211266,4.838092989
189,1,1416.269664,59192.29631,161.931,51299.28069,4.710,1049.365982,186.6132758,260.2906728,7.448795214
190,1,1446.659945,63472.26979,124.667,48755.15625,4.688,1199.809625,165.9121912,206.5003039,4.15022265
191,1,1378.95297,66321.72183,90.013,17965.53157,4.254,2071.927146,206.6072168,249.6214902,7.274621072
192,1,1417.769716,103606.3248,205.786,94405.13665,4.975,697.9723449,121.8608344,124.972522,4.301629645
193,1,1365.699487,116107.752,142.324,65501.84351,4.816,1097.573596,227.1073749,356.0402132,5.487529484
194,1,1358.880941,15677.46633,204.011,194986.6202,5.290,200.2984247,367.4445703,761.2459543,6.113738465
195,1,1445.822723,16094.87192,111.609,119952.8269,5.079,1182.576183,181.0201892,138.3072916,1.497161325
196,1,1441.662781,42628.55792,178.468,101402.7498,5.006,465.919813,215.163517,384.3534634,5.283051705
197,1,1451.432892,50590.86157,105.766,15502.59492,4.190,1412.702356,158.1646509,196.0652665,8.91251339
198,1,1448.594845,58469.50163,106.192,23129.11177,4.364,1133.201763,164.2000409,247.8901751,6.262681856
199,1,1438.613777,65157.63004,187.668,130714.5988,5.116,1330.340415,281.7096201,400.9644856,5.922552688
200,1,1489.63825,67583.93872,154.500,92006.64621,4.964,1188.374056,337.6298784,538.2680168,6.827568005
201,1,1476.399404,80949.44566,112.442,23171.59455,4.365,1106.135925,116.8683057,130.6337882,5.012538457
202,1,1486.113844,118318.2402,181.202,56697.61391,4.754,1273.996302,200.8997342,272.0838848,9.075029771
203,1,1460.936431,128743.512,172.659,62296.86529,4.794,1055.485317,186.4231056,239.1788831,6.968640203
204,1,1542.189606,8348.098772,145.658,58237.35967,4.765,360.5998347,196.5692588,477.431549,5.599165519
205,1,1511.579382,46828.60347,105.233,37814.68589,4.578,1220.977665,148.4006519,152.3145899,3.422246774
206,1,1464.551868,49965.7766,250.085,307169.2767,5.487,16.00061683,312.8217717,493.7358077,4.971180732
207,1,1512.61285,51197.36556,161.445,104934.1442,5.021,1046.313383,374.6261551,793.6044292,7.249914451
208,1,1503.101179,62767.82731,113.343,20756.91523,4.317,1469.406104,243.1631838,437.6800455,11.72432482
209,1,1605.498212,1445.755792,165.332,122846.8156,5.089,376.254587,402.0364886,1056.144184,6.969236675
210,1,1612.110899,2386.270216,118.309,33169.17911,4.521,870.7218915,143.1418131,213.7094764,4.740712714
211,1,1579.655812,4267.188908,93.493,18173.39851,4.259,970.142388,222.4426501,480.5415997,8.345753342
212,1,1552.125705,11569.10806,104.541,63044.3505,4.800,935.0053389,140.6349415,141.3952061,1.941504065
213,1,1492.952899,50103.47158,183.639,134605.618,5.129,777.5515452,259.037809,373.0632006,5.069227757
214,1,1673.488854,52180.51848,169.802,66114.74446,4.820,902.6565359,183.1211479,260.9807284,6.242537562
215,1,1541.554237,58039.44685,135.140,34251.36031,4.535,908.9150686,161.4891646,236.6723743,6.733030498
216,1,1603.431886,95713.20106,143.502,36108.71735,4.558,1243.345392,194.8426562,276.7044081,8.670165365
217,1,1474.189961,112659.1241,189.661,78895.98872,4.897,791.7452916,135.4901461,153.8304095,4.849098596
218,1,1559.773817,117946.0018,164.645,46226.96647,4.665,1300.141688,169.9761819,209.6290435,7.785518888
219,1,1609.031709,1973.812577,143.545,115306.8048,5.062,386.9560948,300.9585898,551.7628967,4.201765006
220,1,1555.909341,22866.21306,143.096,75647.54954,4.879,660.1692867,291.6345324,608.6599171,6.158032734
221,1,1675.997848,33199.80828,91.806,23482.78622,4.371,1132.192139,160.2216714,244.4273126,4.511282702
222,1,1662.669019,35545.31793,151.471,69768.50294,4.844,865.699678,274.8749846,531.9694472,7.049517485
223,1,1662.7433,59654.49979,213.231,107614.089,5.032,385.4937958,153.7207092,223.0090109,5.090031624
224,1,1669.380813,61162.97191,132.912,45696.44918,4.660,1110.767529,221.8318901,349.7142196,6.694927534
225,1,1560.669072,66755.48823,266.967,311837.2865,5.494,3.55E-07,220.5667282,299.5650832,3.947407441
226,1,1611.142213,67467.88668,170.660,133109.064,5.124,1021.169199,338.5787461,524.3192179,5.777253073
227,1,1587.194396,93931.43454,239.942,164836.4886,5.217,241.554991,162.2486776,221.5973355,4.444263555
228,1,1697.232942,8773.715694,121.077,22144.16359,4.345,787.8235466,134.1356953,217.1216242,6.950771743
229,1,1735.010667,20345.80026,106.511,40874.3059,4.611,1113.051638,155.1240285,176.3303117,3.388898387
230,1,1698.172802,29271.04205,111.896,52943.42225,4.724,1132.935537,248.315947,410.9058422,4.590940945
231,1,1683.692644,29737.34459,111.760,55912.90892,4.748,969.6629907,143.8635057,137.5576587,2.543432367
232,1,1686.216282,47542.4586,128.565,103251.8836,5.014,1200.383007,161.3697809,117.5597503,2.048127624
233,1,1730.554585,95918.8514,98.202,12484.10337,4.096,1825.960759,280.5891488,505.9715266,16.87041773
234,1,1689.891183,101238.2216,127.593,37498.2581,4.574,801.2357493,160.9991535,240.7043594,5.473466248
235,1,1710.189732,123210.6197,185.046,73216.48984,4.865,392.5096844,180.9332374,348.9868557,6.612827145
236,1,1765.589456,290.2904759,111.258,29398.72098,4.468,690.9374609,155.783354,280.2349,5.140450644
237,1,1739.150281,9933.611586,133.401,28331.96249,4.452,899.9118485,155.0834514,243.2674161,7.613443764
238,1,1806.678479,43569.42124,116.349,67729.07144,4.831,1459.15889,276.3727563,395.8178259,4.317285531
239,1,1789.29256,46123.81267,116.669,33776.98962,4.529,920.815777,136.0606454,155.2050484,4.309915342
240,1,1796.8387,49164.28695,240.766,334394.0366,5.524,4.94E-08,328.39327,515.6639911,4.44439644
241,1,1778.703117,66292.33731,241.783,264220.7016,5.422,2.17E-07,305.1673788,599.6745841,5.269027786
242,1,1791.912751,78557.1684,121.563,25383.99712,4.405,1227.304299,156.4321852,188.6990855,7.120218901
243,1,1816.356684,88854.08573,118.020,35969.22532,4.556,1101.164999,148.9931854,171.8067321,4.528429226
244,1,1828.503109,13486.96031,107.153,30401.20421,4.483,847.7801014,157.673219,280.5272434,4.670313119
245,1,1862.408568,38333.89136,124.585,39853.59621,4.600,622.9367328,145.8493061,228.1149933,4.4598138
246,1,1855.627826,52702.71982,121.720,35219.46388,4.547,1402.100507,227.3682861,392.5336555,7.463077628
247,1,1844.109183,63893.37156,125.731,57336.40609,4.758,1084.691526,126.9300272,107.1579561,2.771368743
248,1,1834.91724,65408.32502,173.982,118467.6463,5.074,902.1139659,246.6810336,336.4288888,4.925250824
249,1,1864.314879,73086.18852,283.583,301533.6714,5.479,1.70E-14,269.1992836,501.5485492,5.604263163
250,1,1828.280368,74319.07399,102.839,26015.76873,4.415,1329.018172,141.9320754,154.80853,4.531163629
251,1,1888.992136,74883.3521,149.922,46204.62048,4.665,929.6504116,153.9106539,189.0432569,5.86162254
252,1,1843.934289,90929.19234,229.548,168588.8238,5.227,3.26E-12,169.1643552,265.1272507,4.147595408
253,1,1853.680395,126151.1435,99.311,12470.67394,4.096,1133.7766,158.4912148,270.0299641,9.784360109
254,1,1921.34193,2967.488255,106.982,46646.59427,4.669,698.2281338,122.5636254,150.5459078,2.390828702
255,1,1918.40511,7000.636422,103.870,69241.89764,4.840,752.831675,169.9565758,205.2570995,2.097011
256,1,1902.944617,14533.42174,96.225,22200.86891,4.346,982.9846377,159.9464158,250.3851945,5.226431135
257,1,1893.253756,19806.58809,115.810,42259.92446,4.626,898.4317195,138.4467738,176.2137505,3.462436032
258,1,1871.572956,41021.48225,102.431,23356.57257,4.368,873.8805646,126.6381107,179.2671708,4.473735057
259,1,1842.678177,49122.8285,160.495,87237.75945,4.941,1577.324232,380.65595,695.6369954,8.753053266
