id,frame,x [nm],y [nm],sigma [nm],intensity [photon],log10(intensity),offset [photon],bkgstd [photon],chi2,uncertainty [nm]
67,1,7264.914258,21825.12375,127.3559947,7911.69322,3.898,576.4445257,91.37847286,159.4116015,14.63213203
68,1,7235.473938,23948.31645,106.4698704,4852.678526,3.686,600.5336378,99.99200569,205.45313,18.22123047
69,1,7281.526929,103726.4225,298.0845189,122914.3258,5.090,23.71571045,110.0037864,225.8325092,6.239224129
70,1,7382.415567,63718.46452,91.18249109,4250.885346,3.628,660.953275,85.19232074,131.1474574,13.02944817
71,1,7410.659839,65393.9728,96.61034822,4016.255586,3.604,701.9147762,112.9653438,213.6108138,20.46373171
72,1,7486.484702,70461.01838,67.05772213,2741.668958,3.438,634.001263,92.56632388,165.8241178,11.87499259
73,1,7725.384242,23519.72081,78.28768241,5520.672504,3.742,631.5992786,107.2937465,217.5775194,9.32139559
74,1,7683.610827,50074.01647,337.4659582,143408.5753,5.157,1.10E-07,96.49914384,161.7826757,6.022684316
75,1,7704.604702,5995.929452,341.6102414,119129.2744,5.076,168.7538743,137.7161694,388.3709565,10.53222863
76,1,7936.088363,6026.656499,45.1970013,1425.682953,3.154,687.6521428,117.5933,337.270338,13.15984615
77,1,7961.60852,39556.12418,95.52780338,4499.789836,3.653,610.3489126,108.8586467,228.2190138,17.22017197
78,1,8017.615807,71903.0633,109.6715283,6030.080531,3.780,613.1537584,99.63158687,187.4530726,15.51249639
79,1,8243.793318,74573.22557,94.39581119,8939.627631,3.951,676.7274417,102.1023465,161.1428301,7.97528727
80,1,8297.054503,62976.80248,82.98101539,4861.995364,3.687,642.1461437,98.37536996,177.3698199,10.89749736
81,1,8667.444105,12294.78805,76.39623951,2558.026863,3.408,664.9038471,98.00119729,184.0085032,17.44862922
82,1,8948.265343,101953.0499,100.4680755,2680.341207,3.428,746.994707,152.986184,300.2386456,44.82289708
83,1,9009.113284,101425.3677,65.84469085,1895.508779,3.278,751.507676,101.968364,184.3158952,18.19565006
84,1,9166.214572,81705.42311,94.9993519,3524.057001,3.547,610.4002517,80.98281204,133.1958692,16.20177233
85,1,9558.966221,64381.4668,115.540174,6567.755369,3.817,602.7305488,102.7100351,205.8447949,16.29053122
86,1,9642.644139,30141.16328,47.34375929,1512.831337,3.180,620.5295858,93.07922481,178.6742262,10.79835126
87,1,9627.544432,92958.42624,33.26480365,1365.02419,3.135,668.2856739,93.9616844,174.7160527,6.009498286
88,1,9597.331901,96585.99655,145.9967793,12472.15347,4.096,613.7633418,111.7633247,228.7282037,14.90421513
89,1,9769.49898,68741.22842,54.83998549,1667.823158,3.222,651.9253365,92.71440032,174.3394155,13.07142946
90,1,9700.103898,100953.6802,146.5231541,11088.05866,4.045,583.490196,98.53643578,179.6634607,14.89526662
91,1,10057.9888,44851.66689,88.36288898,5931.021076,3.773,645.6682609,104.2416673,215.2691066,10.73051209
92,1,10025.06438,76756.12036,105.8829606,5974.636863,3.776,575.427547,101.1010224,189.4622896,14.8108459
93,1,10135.26377,37165.13146,7.336483783,1009.085576,3.004,640.7849041,96.1953622,206.9039236,0.745621914
94,1,10277.45314,38364.457,116.570112,10711.27953,4.030,521.8875808,96.37185699,175.9509085,9.570832878
95,1,10896.81204,32966.70402,55.34369436,2111.944317,3.325,665.1088307,105.596271,232.7424724,11.97079327
96,1,11255.13574,111028.056,391.5878128,184139.76,5.265,1.61E-07,101.1271499,195.3650376,6.608887195
97,1,11384.46154,83063.49335,89.04001914,3633.374774,3.560,574.5256039,80.41237711,136.3664318,13.72101513
98,1,11373.28226,52507.03532,148.3645438,11233.70917,4.051,565.8582838,114.3487552,243.8051713,17.47226047
99,1,11514.87593,65800.55304,101.7843633,6780.655141,3.831,761.3387122,119.7601452,210.9238159,14.27748103
100,1,11503.69982,80803.15578,104.7973007,7101.177556,3.851,596.1874524,97.19915736,171.5024112,11.75210062
101,1,11616.34843,61623.95163,102.0378521,4811.833059,3.682,635.9554334,94.07672011,163.2038558,15.89224705
102,1,11582.1135,62435.85541,148.7853776,16153.66344,4.208,536.7730552,104.6926072,208.6975579,11.21353989
103,1,11765.35477,64571.11851,275.0957407,58285.21282,4.766,332.7942512,93.9260515,164.5635056,9.547404779
104,1,11839.88604,46884.51386,120.0242501,9983.814807,3.999,560.7146761,88.3550927,150.7262261,9.983360544
105,1,11913.18013,64195.74996,77.32783798,2712.563137,3.433,687.1747736,88.13596426,145.333427,15.1780085
106,1,11987.6065,59704.87824,120.6103689,8948.935162,3.952,592.3447346,102.6906485,217.1771537,13.03843168
107,1,12193.39032,66087.54146,91.87212612,3444.343931,3.537,720.4891531,111.5914795,216.2002614,21.31449819
108,1,12407.38908,25546.18849,113.770474,11425.26906,4.058,603.5567804,110.3697467,211.3693528,9.778246633
109,1,12526.72919,53548.34481,125.9956185,9276.060159,3.967,586.5162067,85.47553615,132.8019398,11.44635564
110,1,12682.13513,29676.00571,73.00079537,2874.728484,3.459,680.8719717,109.4203414,225.4453608,15.82831443
111,1,12770.0219,66562.56481,91.37809952,6014.064311,3.779,739.7682433,108.5916242,199.3596152,11.78005657
112,1,13009.14876,43455.14912,91.52074164,5295.068239,3.724,634.6049558,82.34373871,125.2676408,10.20517592
113,1,13071.08053,36134.28612,94.88452256,6264.846886,3.797,634.5392056,101.1141191,204.084367,11.35999609
114,1,13020.90019,59651.69337,86.2732554,3050.355117,3.484,648.9527927,89.83237268,149.1595973,17.11185772
115,1,13081.68134,68081.84594,80.40486527,3008.969699,3.478,673.3731625,99.89017563,191.3501804,16.749014
116,1,13147.96074,23527.78965,96.29505052,4234.771441,3.627,624.1332201,95.20975978,176.9617337,16.27384441
117,1,13181.20423,90624.78122,132.0506544,8215.848815,3.915,557.7284048,95.95182909,176.8260037,15.89681646
118,1,13285.12076,21122.00339,81.54569134,7574.970116,3.879,642.9298998,99.73717129,173.8796088,6.872687198
119,1,13584.94598,11739.86043,158.0544491,13828.11373,4.141,495.8476638,107.5790777,212.3641768,15.16612549
120,1,13684.59101,103965.4187,81.44791715,3784.795403,3.578,640.0000685,98.9242119,191.6463956,13.54485571
121,1,13696.56023,47675.13152,84.77342725,5629.920958,3.751,714.4789649,104.384795,174.501585,10.42093891
122,1,13769.25643,14600.64953,103.2660985,6617.216269,3.821,627.3983669,99.16933962,165.6968285,12.48840634
123,1,13986.397,35228.40533,37.90277259,1243.441519,3.095,746.4756932,92.99651774,179.2360005,8.436526656
124,1,14190.627,34251.02083,19.64385301,1070.263668,3.029,693.3550013,100.4954169,195.3725746,2.935244411
125,1,14201.69483,60081.43625,142.5713229,16935.48084,4.229,595.3659098,96.54443774,155.5583848,9.073978997
126,1,14224.28335,95971.84623,166.4684387,17382.86597,4.240,522.9005857,107.7388688,201.8238866,13.41012856
127,1,14575.38485,22944.09777,84.53483532,4044.857781,3.607,667.4285423,87.37405557,132.5222357,12.07500617
128,1,14669.74264,58360.47902,133.1277227,10170.22554,4.007,677.6855062,120.3509652,226.225148,16.35548016
129,1,14797.55251,35066.98451,73.38709114,2980.650595,3.474,664.049003,86.66784154,150.3224163,12.25031502
130,1,14818.31606,51018.56738,91.06659737,4716.219771,3.674,683.5669765,105.651271,220.0785055,14.50302693
131,1,14811.32426,104753.6752,64.78938824,3410.408021,3.533,711.1386593,93.20649244,165.592923,8.991182777
132,1,14905.76357,91443.00455,159.564808,15350.58596,4.186,498.6730473,112.8460787,283.2970152,14.60542259
133,1,15079.82664,73413.70923,49.14409726,1598.20141,3.204,650.9621007,88.58815923,155.749769,10.48783177
134,1,15324.24511,24610.08275,85.75132629,4293.779513,3.633,647.2922012,98.92059999,189.2621229,13.23498513
135,1,15341.0312,76244.89206,49.69359892,1778.863033,3.250,667.9810018,95.42267394,188.9332904,10.37263403
136,1,15494.61263,15849.91832,177.0464316,16340.03755,4.213,479.0791729,93.21394936,171.4753963,13.96792563
137,1,15497.78497,76888.16656,84.75404978,3098.052517,3.491,634.3125862,94.36031953,157.72811,17.07651569
138,1,15602.38267,73925.18921,68.30117063,2254.658207,3.353,755.919074,105.1041384,179.0056449,16.9683082
139,1,15731.02133,36593.95205,83.69925689,3496.464447,3.544,659.6891817,92.1963304,152.1401822,14.43084287
140,1,15745.25407,74164.56355,80.86899305,3480.207882,3.542,687.3752145,103.2801139,197.3263654,15.15011614
141,1,15786.87228,87961.3306,119.8471512,7407.009549,3.870,531.7450776,86.75265415,164.7597723,13.15113916
142,1,15747.16383,95424.47281,120.3596516,6492.328506,3.812,594.2578095,88.09718831,150.5834218,15.35318855
143,1,15830.68724,71187.94652,95.44502735,5972.220925,3.776,665.4911931,90.32063307,143.9262986,10.78191653
144,1,15813.1078,108830.0158,138.0261963,9300.153305,3.968,717.0372633,91.4954906,132.8225474,14.63917529
145,1,16083.26454,89493.98498,95.63343601,5740.407485,3.759,580.4953731,82.81743643,138.8115564,10.33585246
146,1,16349.51113,92210.27642,31.11013646,1309.349152,3.117,601.6470377,89.81232706,185.2072221,5.256321973
147,1,16386.99877,59044.58613,86.05312991,3944.263746,3.596,692.4534499,75.10756462,99.49578532,11.04931442
148,1,16460.58719,41377.39484,105.8518095,5434.388893,3.735,624.3218243,98.83044165,188.7830251,15.9048345
149,1,16470.08156,88121.50068,143.6651176,12102.25999,4.083,499.7188196,110.9185239,257.5189977,14.76166811
150,1,16548.40475,55506.35213,130.0792151,9769.210742,3.990,588.5068293,113.775696,226.7961469,15.37432065
151,1,16716.49319,51249.67737,154.9774333,11153.17659,4.047,525.3123839,98.70189513,185.0363883,16.58651755
152,1,16801.42623,31754.76494,91.07563809,5861.865488,3.768,692.1442151,100.3807508,183.6916543,11.10682203
153,1,16937.80567,57757.24125,106.8648903,8101.451188,3.909,626.8860537,130.0738417,299.0601521,14.30226412
154,1,17042.04111,45682.65632,138.5684283,9590.641989,3.982,635.3381737,86.8613116,126.4484852,13.59178924
155,1,17031.3895,56223.38321,105.0951979,8097.999812,3.908,640.3616717,85.74721323,133.3360746,9.167141089
156,1,17170.87391,10631.79694,78.29828598,3907.959858,3.592,668.4940275,84.14843864,129.6611882,10.34077024
157,1,17197.06825,85841.76728,61.97559777,2558.609516,3.408,686.6295464,107.4434288,209.1313565,12.60164278
158,1,17434.67308,36280.40631,137.6089339,8374.889812,3.923,605.8731085,90.90071258,152.5006367,16.04693199
159,1,17521.49414,58859.01798,62.66128461,2900.640431,3.462,712.6933276,108.5297357,224.2727066,11.48294683
160,1,17646.19007,19424.12317,41.99710864,1274.737543,3.105,704.3634447,98.37401811,180.7373979,10.65730061
161,1,17694.97938,46751.35069,118.5742052,7363.922007,3.867,595.9828009,85.02080032,141.7624298,12.69430855
162,1,17717.88534,50584.44857,118.9975371,6437.493719,3.809,621.8950099,94.11004834,166.0104294,16.15985124
163,1,17776.71951,112993.5116,89.65353303,5901.90309,3.771,636.6178751,107.0368468,205.4774201,11.39268586
164,1,17982.25907,25317.68862,62.58109753,2632.146431,3.420,761.1547491,96.73479516,153.2958447,11.25929913
165,1,18166.90259,59204.02313,68.71766605,2299.364775,3.362,663.6364659,89.87233546,165.4014672,14.42211201
166,1,18192.36316,90987.34952,101.1618983,7340.640833,3.866,896.562909,168.2739967,361.1269984,18.27328147
167,1,18206.33651,91190.64873,126.7788505,11891.39278,4.075,760.5073777,169.4982471,369.337911,17.84554744
168,1,18265.78296,35735.10752,88.87625556,5365.24801,3.730,675.8784695,96.16133214,170.3100129,11.0734056
169,1,18262.23283,36920.69232,87.93067794,13112.3221,4.118,752.9765875,124.9929491,211.6445775,5.782103882
170,1,18221.30242,90875.35707,106.8368778,5764.424084,3.761,946.4116669,156.6550291,329.5215632,24.15193031
171,1,18314.44173,127949.259,109.0975599,5790.563548,3.763,631.7476577,116.9363268,278.989961,18.73833727
172,1,18356.65369,90682.79546,103.6392824,6549.41236,3.816,855.6451254,170.3540172,387.6895478,21.75390713
173,1,18634.58554,95446.51524,106.7736672,7159.285731,3.855,704.3950571,94.30065492,151.4867706,11.74176614
174,1,18719.53554,55689.21233,103.0684041,5236.437598,3.719,624.9891782,76.79030674,107.1523837,12.19446139
175,1,18725.2325,96009.03324,176.2049221,14465.57515,4.160,677.3583127,114.3530978,200.9698697,19.13372996
176,1,18726.43364,97984.56539,66.08632582,2165.019858,3.335,708.3160883,105.0238984,192.7876373,16.53280005
177,1,18770.91838,90237.86803,64.21232538,3075.724072,3.488,863.8607205,129.3697767,247.5858281,13.53356842
178,1,18800.17833,124074.6847,70.6889097,2188.024186,3.340,637.0218213,103.5261939,226.4259825,18.4427499
179,1,18944.84725,75852.67702,82.12448413,3340.41958,3.524,693.3037956,92.51135449,157.1649767,14.59068576
180,1,19006.31063,4879.12454,99.19005003,6251.950931,3.796,608.6513915,101.2145831,203.8573657,12.44571777
181,1,18936.77913,90009.66238,91.19558971,4781.475321,3.680,736.8471656,128.9570021,272.1959921,17.48564003
182,1,19152.24674,29859.14542,255.8300632,70755.23465,4.850,322.7779424,96.4726843,150.6267929,7.002715067
183,1,19093.9448,67344.69595,91.09090682,7612.951189,3.882,686.7391591,114.1107042,201.0801073,9.725372131
184,1,19108.89935,30344.78494,127.2119496,12775.32152,4.106,653.7697912,114.8434221,216.7246361,11.36414708
185,1,19107.3864,34827.56828,97.99607057,4695.904733,3.672,598.9610135,105.7070938,224.1124003,16.86499012
186,1,19144.82895,29775.60085,268.3672884,65038.91747,4.813,419.8324735,82.62192088,102.9216801,7.188983937
187,1,19153.87367,31038.51898,132.2323203,7914.650254,3.898,694.7606915,90.99125071,141.1409053,15.69633502
188,1,19176.55954,76299.50828,152.8139178,13782.13485,4.139,593.4166098,79.097586,95.1275646,10.49897489
189,1,19324.39543,35983.97988,71.37435144,3267.652541,3.514,657.1204393,92.99674471,167.1113969,11.3424089
190,1,19508.94813,98859.60062,88.29983483,3571.534337,3.553,699.4565478,86.75541744,130.2898972,14.797718
191,1,19699.16327,87514.12103,155.6084582,32629.34954,4.514,615.6755631,94.40232802,115.2338883,5.513724198
192,1,19764.57842,57219.85287,83.28296181,5738.190069,3.759,681.5567087,91.81432555,152.4708616,8.699227988
193,1,19825.06066,36107.11439,64.01986698,2476.463391,3.394,685.4252954,107.9977838,208.4988965,13.95670744
194,1,19905.53481,77534.25156,173.3961252,18505.63011,4.267,498.7883168,94.67205185,161.2968798,12.02373844
195,1,19976.08845,83070.79701,146.2417052,13599.51084,4.134,564.6617295,88.09784091,148.233919,10.842189
196,1,20145.07451,41373.47229,59.88582316,1969.664159,3.294,633.1118908,92.62621536,171.7199455,13.18435383
197,1,20133.1835,78047.40008,110.8901087,5963.970392,3.776,628.4100375,113.1967659,235.4622832,18.19863437
198,1,20514.21454,52183.70332,115.9532905,6380.443513,3.805,594.8552058,97.89519312,179.7239263,16.10108094
199,1,20653.54538,12830.18913,142.2808131,12627.72346,4.101,649.8860701,103.7363495,171.4532387,12.98876173
200,1,20938.94469,80481.24635,62.53498521,2465.409932,3.392,677.186696,114.0253924,245.4706636,14.11912974
201,1,20890.423,81541.46422,117.6220574,9512.586134,3.978,618.3701666,104.7734339,193.9193789,11.90655093
202,1,20949.93184,92049.71534,126.4605709,12118.3199,4.083,800.3490948,108.8929597,161.5794668,11.22954383
203,1,20752.50764,92510.74758,449.8809929,293346.5915,5.467,1.10E-07,121.6587956,233.4560758,6.576814598
204,1,20942.28648,9405.560817,130.4962757,10730.08782,4.031,591.7986344,101.4017301,178.7714639,12.57287228
205,1,21211.03267,19690.30934,97.68852482,4157.490877,3.619,636.9201557,96.92060914,188.3637691,17.36012759
206,1,21213.81795,99501.97872,79.41311455,4531.916583,3.656,654.8908974,99.59937973,201.7415064,10.84049656
207,1,21281.89,27972.47044,87.88271277,3272.60155,3.515,636.2185487,95.81072986,180.142723,17.64472554
208,1,21304.81131,78333.20643,83.34505208,2777.423379,3.444,627.1008591,91.53943101,161.8311621,17.86813802
209,1,21533.22411,67323.52822,73.61645215,2672.167613,3.427,656.3244382,116.3459896,254.9364254,18.39866582
210,1,21781.7367,17431.89319,99.7826091,4294.501794,3.633,595.6544253,79.50620609,126.6857991,14.41058122
211,1,21855.2328,95424.54666,425.1387861,294060.8316,5.468,9.83E-07,118.5999982,191.1251706,5.719990057
212,1,21661.54409,96763.3196,473.4174135,366994.752,5.565,8.17E-11,133.655263,257.9166027,6.392194596
213,1,21819.92519,75699.25077,73.69262877,4882.397156,3.689,725.1062263,93.53454333,137.9138501,8.159090119
214,1,21878.16236,51914.83583,76.64706695,3745.431086,3.574,722.9843287,91.02189112,138.4737736,11.17133289
215,1,21917.23417,78870.66483,78.86280199,4833.664255,3.684,663.5993521,97.88297227,176.4183369,9.858071599
216,1,22007.72527,86944.61758,66.94881229,3250.806573,3.512,728.1654156,98.7522727,174.5660931,10.65278263
217,1,21937.70631,90682.04517,405.7072566,266316.9602,5.425,1.28E-10,129.5100802,266.4125244,6.271012678
218,1,22054.7545,114341.3333,92.49941972,3829.166091,3.583,570.3658164,95.93966121,181.7646552,16.73181822
219,1,22186.68487,90420.65028,269.4777344,118179.1447,5.073,167.5268186,108.4284275,149.4193248,5.23782456
220,1,22226.83063,22093.95995,110.3046786,5060.99927,3.704,634.5774331,103.3391672,211.1980155,19.37367383
221,1,22345.38986,77777.86807,139.0020883,12302.03542,4.090,537.1003256,75.13362009,120.3248566,9.258665026
222,1,22486.81664,26058.99773,90.08961523,3446.139169,3.537,695.5023484,98.65980436,192.5729725,18.12783486
223,1,22509.62293,33978.32764,324.9029853,137276.7853,5.138,8.01E-08,89.29316707,142.4685028,5.408692695
224,1,22556.02778,106917.0918,40.35800502,1347.819967,3.130,639.8871404,93.72898306,190.0306392,8.886479008
225,1,22706.49239,89733.11634,104.7094247,4641.718034,3.667,863.9155212,110.94207,179.7621687,20.42777215
226,1,22730.50882,63658.25386,71.10049525,3425.942504,3.535,647.5709124,113.1584756,258.5140982,13.03874704
227,1,22824.62061,11686.85879,134.9038893,11221.47554,4.050,613.4837735,105.9214428,189.5465953,13.41364752
228,1,23128.81122,88715.91909,86.51114401,4495.86847,3.653,724.1028303,92.38410409,138.1103857,12.02594187
229,1,23210.55714,45998.76825,71.74747302,2624.388768,3.419,672.3173057,86.53100434,152.7569635,13.27130564
230,1,23339.91894,87715.08794,120.9745772,10052.5841,4.002,721.0355007,109.5475134,181.9568109,12.45573151
231,1,23342.95783,88248.42193,63.01050402,3366.542765,3.527,860.4077437,105.6332639,167.0456007,9.748830085
232,1,23338.24235,92028.50914,62.46107978,2176.988291,3.338,647.2454842,86.74981256,166.2111908,12.16394606
233,1,23334.87807,108799.2508,159.327152,16321.44463,4.213,495.5316025,89.68138922,157.3220679,10.9138227
234,1,23356.78592,39917.15188,60.75111458,2435.150568,3.387,679.4212218,78.04528993,109.5312458,9.283415076
235,1,23451.71028,86875.00943,359.5813271,183837.3656,5.264,7.77E-08,107.9551609,198.633068,5.960972299
236,1,23627.85004,21714.4154,95.90121815,4877.861114,3.688,628.8422281,104.0269838,219.4883664,15.30895186
237,1,23702.06066,15119.48834,127.4044619,9945.263372,3.998,602.9489821,90.10372542,139.4943105,11.50294444
238,1,23666.38833,87328.85728,82.8378792,3406.460869,3.532,743.9060514,95.51513334,152.9205418,15.02560409
239,1,23791.49705,81435.36749,68.10718955,2185.5421,3.340,672.9004204,99.97488202,204.5229569,16.56118249
240,1,23873.60162,45713.08094,89.93548101,6096.934651,3.785,713.2059591,96.23151949,163.5298206,9.99213144
241,1,23941.08193,98033.50916,82.32209206,5683.936657,3.755,618.626916,107.6962874,213.767168,10.04291285
242,1,24202.8573,117004.7912,114.2598657,13832.12859,4.141,624.2028196,112.3293537,200.1146887,8.299049131
243,1,24604.17929,17618.73871,94.5218993,17721.89644,4.249,642.8247541,120.4827773,224.283776,4.776206678
244,1,24587.37809,93051.95263,58.66356761,2529.312108,3.403,638.2401237,82.87264189,129.5252663,8.849103457
245,1,24707.02376,63540.32846,107.9403704,5372.514563,3.730,626.8802959,80.47458424,120.3541494,13.64673578
246,1,24720.26849,92380.91544,125.1328007,8837.148076,3.946,621.6280824,85.57937581,131.1520432,11.86239733
247,1,24772.17945,59719.44212,77.41907344,7865.145562,3.896,690.8873709,101.048909,177.8208352,6.052201737
248,1,24862.00586,102801.0894,85.62214828,3440.242397,3.537,623.0652713,97.01284115,183.6477117,16.13769664
249,1,25017.7312,49600.49744,235.6805806,48306.49999,4.684,329.9178765,95.80752633,154.2667804,8.629824392
